,2020-02-09,2020-02-16,2020-02-23,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02,2021-05-09,2021-05-16,2021-05-23,2021-05-30,2021-06-06,2021-06-13,2021-06-20,2021-06-27,2021-07-04,2021-07-11,2021-07-18,2021-07-25,2021-08-01,2021-08-08,2021-08-15,2021-08-22,2021-08-29,2021-09-05,2021-09-12,2021-09-19,2021-09-26,2021-10-03,2021-10-10,2021-10-17,2021-10-24,2021-10-31,2021-11-07,2021-11-14,2021-11-21,2021-11-28,X,Y
0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,2.67,0.8,1.07,0.8,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.27,0.0,0.0,0.0,0.53,0.27,0.27,0.8,0.27,0.53,0.8,1.87,2.67,4.81,6.42,7.49,21.4,37.18,75.97,54.3,47.35,32.1,20.86,13.91,10.97,5.62,16.05,13.37,8.83,11.77,5.62,6.95,6.15,9.36,9.09,17.92,23.81,21.13,28.09,21.67,16.05,8.83,7.76,5.35,3.74,1.6,1.34,0.8,1.6,1.34,1.6,0.27,0.53,0.53,0.0,0.27,1.07,1.6,4.01,4.55,10.43,17.65,12.04,10.7,5.08,2.67,7.22,6.15,14.98,23.27,54.57,79.45,74.9,72.49,4808742.020752768,2732673.737833011
1,0.0,0.0,0.0,0.0,0.0,0.0,1.34,2.67,0.8,1.07,0.8,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.27,0.0,0.0,0.0,0.53,0.27,0.27,0.8,0.27,0.53,0.8,1.87,2.67,4.81,6.42,7.49,21.4,37.18,75.97,54.3,47.35,32.1,20.86,13.91,10.97,5.62,16.05,13.37,8.83,11.77,5.62,6.95,6.15,9.36,9.09,17.92,23.81,21.13,28.09,21.67,16.05,8.83,7.76,5.35,3.74,1.6,1.34,0.8,1.6,1.34,1.6,0.27,0.53,0.53,0.0,0.27,1.07,1.6,4.01,4.55,10.43,17.65,12.04,10.7,5.08,2.67,7.22,6.15,14.98,23.27,54.57,79.45,74.9,72.49,4808742.020752768,2732673.737833011
2,0.0,0.0,0.0,0.0,0.25,0.31,1.69,3.19,1.69,0.62,0.56,0.31,0.19,0.12,0.19,0.12,0.0,0.0,0.0,0.19,0.19,0.31,0.19,0.94,1.0,0.81,0.37,0.37,0.87,1.81,2.5,2.31,3.25,3.44,4.56,6.68,8.5,13.81,31.99,36.11,37.36,32.49,25.18,20.99,13.43,9.68,12.37,15.56,13.87,10.62,9.25,7.06,8.37,9.56,13.87,18.06,19.55,25.68,23.18,25.61,19.24,15.99,10.5,12.37,7.31,4.81,4.19,3.25,2.06,1.19,0.69,0.62,0.81,1.25,1.06,0.81,0.81,1.94,1.5,4.5,6.19,7.18,9.18,10.56,11.68,7.81,9.75,10.0,10.31,16.68,28.55,48.23,57.35,78.47,58.91,4826053.1862051,2772407.64629007
3,0.0,0.0,0.0,0.0,0.25,0.31,1.69,3.19,1.69,0.62,0.56,0.31,0.19,0.12,0.19,0.12,0.0,0.0,0.0,0.19,0.19,0.31,0.19,0.94,1.0,0.81,0.37,0.37,0.87,1.81,2.5,2.31,3.25,3.44,4.56,6.68,8.5,13.81,31.99,36.11,37.36,32.49,25.18,20.99,13.43,9.68,12.37,15.56,13.87,10.62,9.25,7.06,8.37,9.56,13.87,18.06,19.55,25.68,23.18,25.61,19.24,15.99,10.5,12.37,7.31,4.81,4.19,3.25,2.06,1.19,0.69,0.62,0.81,1.25,1.06,0.81,0.81,1.94,1.5,4.5,6.19,7.18,9.18,10.56,11.68,7.81,9.75,10.0,10.31,16.68,28.55,48.23,57.35,78.47,58.91,4826053.1862051,2772407.64629007
4,0.0,0.0,0.0,0.0,0.0,0.31,2.17,5.36,2.78,2.47,2.06,0.93,0.62,0.0,0.1,0.1,0.21,0.0,0.0,0.0,0.31,0.52,0.52,0.21,0.0,0.41,0.1,0.41,1.03,0.62,0.62,1.55,1.96,4.74,4.12,6.19,8.25,13.82,44.23,59.29,57.12,38.36,22.27,22.48,15.88,17.01,10.93,12.06,14.23,13.3,11.96,13.82,12.79,15.26,16.6,21.03,26.5,24.44,28.04,35.57,26.91,22.99,16.81,10.62,11.34,6.29,2.17,2.68,2.89,0.52,1.65,1.86,1.86,0.52,0.52,1.13,2.37,2.78,1.96,2.68,4.43,4.33,7.42,7.22,6.91,4.02,7.73,10.21,9.07,15.67,22.27,57.64,60.42,71.45,60.94,4795006.325462959,2693714.8926858874
5,0.0,0.0,0.0,0.0,0.0,0.31,2.17,5.36,2.78,2.47,2.06,0.93,0.62,0.0,0.1,0.1,0.21,0.0,0.0,0.0,0.31,0.52,0.52,0.21,0.0,0.41,0.1,0.41,1.03,0.62,0.62,1.55,1.96,4.74,4.12,6.19,8.25,13.82,44.23,59.29,57.12,38.36,22.27,22.48,15.88,17.01,10.93,12.06,14.23,13.3,11.96,13.82,12.79,15.26,16.6,21.03,26.5,24.44,28.04,35.57,26.91,22.99,16.81,10.62,11.34,6.29,2.17,2.68,2.89,0.52,1.65,1.86,1.86,0.52,0.52,1.13,2.37,2.78,1.96,2.68,4.43,4.33,7.42,7.22,6.91,4.02,7.73,10.21,9.07,15.67,22.27,57.64,60.42,71.45,60.94,4795006.325462959,2693714.8926858874
6,0.0,0.0,0.0,0.0,0.0,1.25,3.52,9.74,4.85,3.15,0.93,0.36,0.12,0.08,0.04,0.08,0.04,0.04,0.04,0.0,0.04,0.12,0.36,0.2,0.77,0.65,0.16,0.32,0.44,0.4,0.2,1.09,2.83,4.2,3.52,3.6,6.71,15.48,32.22,54.78,68.93,68.57,51.63,39.82,32.95,26.44,24.86,25.39,20.82,15.52,12.65,10.96,8.93,9.46,12.13,13.1,10.63,14.23,24.46,36.35,43.87,26.12,21.91,17.14,13.5,8.13,4.69,3.92,4.57,2.55,2.14,0.77,0.28,0.49,0.4,1.21,1.58,2.79,3.52,5.42,5.13,5.5,10.43,20.54,18.64,17.75,18.35,26.12,44.67,62.67,92.87,112.27,146.64,156.74,105.32,4693652.2211308805,2783511.866947282
7,0.0,0.0,0.0,0.0,0.0,1.25,3.52,9.74,4.85,3.15,0.93,0.36,0.12,0.08,0.04,0.08,0.04,0.04,0.04,0.0,0.04,0.12,0.36,0.2,0.77,0.65,0.16,0.32,0.44,0.4,0.2,1.09,2.83,4.2,3.52,3.6,6.71,15.48,32.22,54.78,68.93,68.57,51.63,39.82,32.95,26.44,24.86,25.39,20.82,15.52,12.65,10.96,8.93,9.46,12.13,13.1,10.63,14.23,24.46,36.35,43.87,26.12,21.91,17.14,13.5,8.13,4.69,3.92,4.57,2.55,2.14,0.77,0.28,0.49,0.4,1.21,1.58,2.79,3.52,5.42,5.13,5.5,10.43,20.54,18.64,17.75,18.35,26.12,44.67,62.67,92.87,112.27,146.64,156.74,105.32,4693652.2211308805,2783511.866947282
8,0.0,0.0,0.0,0.0,0.0,0.19,2.95,4.33,2.57,2.11,0.73,0.19,0.38,0.73,0.38,0.34,0.0,0.08,0.19,0.42,0.61,0.38,0.31,1.34,0.77,0.11,0.27,0.34,0.96,1.95,2.64,5.17,6.43,3.52,2.83,4.67,6.74,16.47,28.64,31.28,32.32,27.15,23.47,22.29,16.12,14.24,12.18,15.01,17.84,11.33,12.21,8.5,12.87,13.67,21.02,25.23,29.87,34.69,39.25,30.67,27.03,18.61,12.94,7.31,9.19,6.47,4.59,2.26,2.64,1.88,1.8,0.31,0.23,0.23,0.54,1.46,1.11,2.76,2.57,5.4,9.04,11.1,10.49,13.75,14.13,13.21,10.8,10.07,12.75,30.17,44.8,74.55,107.79,115.45,84.7,4762729.088155947,2760203.474822341
9,0.0,0.0,0.0,0.0,0.0,0.19,2.95,4.33,2.57,2.11,0.73,0.19,0.38,0.73,0.38,0.34,0.0,0.08,0.19,0.42,0.61,0.38,0.31,1.34,0.77,0.11,0.27,0.34,0.96,1.95,2.64,5.17,6.43,3.52,2.83,4.67,6.74,16.47,28.64,31.28,32.32,27.15,23.47,22.29,16.12,14.24,12.18,15.01,17.84,11.33,12.21,8.5,12.87,13.67,21.02,25.23,29.87,34.69,39.25,30.67,27.03,18.61,12.94,7.31,9.19,6.47,4.59,2.26,2.64,1.88,1.8,0.31,0.23,0.23,0.54,1.46,1.11,2.76,2.57,5.4,9.04,11.1,10.49,13.75,14.13,13.21,10.8,10.07,12.75,30.17,44.8,74.55,107.79,115.45,84.7,4762729.088155947,2760203.474822341
10,0.0,0.0,0.0,0.0,0.0,0.9,3.13,9.85,4.8,2.17,0.96,0.83,0.19,0.13,0.0,0.0,0.06,0.19,0.19,0.38,0.26,0.19,0.26,0.51,0.58,0.9,0.51,1.66,1.28,1.34,1.15,3.33,3.77,6.08,7.74,10.55,10.81,18.35,33.26,50.91,49.31,48.86,44.0,33.32,22.64,17.33,11.19,14.58,13.05,10.87,7.74,8.76,8.63,8.89,12.28,18.29,21.87,26.54,27.95,30.51,29.8,21.04,18.48,15.35,16.18,13.17,10.81,6.08,7.87,4.41,2.3,1.09,0.96,1.73,1.47,2.37,1.85,2.75,3.84,8.44,9.91,10.81,9.4,18.48,21.68,14.33,12.66,11.58,21.04,39.4,48.09,87.36,125.35,120.23,100.73,4740683.426723572,2799126.8709200216
11,0.0,0.0,0.0,0.0,0.0,0.9,3.13,9.85,4.8,2.17,0.96,0.83,0.19,0.13,0.0,0.0,0.06,0.19,0.19,0.38,0.26,0.19,0.26,0.51,0.58,0.9,0.51,1.66,1.28,1.34,1.15,3.33,3.77,6.08,7.74,10.55,10.81,18.35,33.26,50.91,49.31,48.86,44.0,33.32,22.64,17.33,11.19,14.58,13.05,10.87,7.74,8.76,8.63,8.89,12.28,18.29,21.87,26.54,27.95,30.51,29.8,21.04,18.48,15.35,16.18,13.17,10.81,6.08,7.87,4.41,2.3,1.09,0.96,1.73,1.47,2.37,1.85,2.75,3.84,8.44,9.91,10.81,9.4,18.48,21.68,14.33,12.66,11.58,21.04,39.4,48.09,87.36,125.35,120.23,100.73,4740683.426723572,2799126.8709200216
12,0.0,0.0,0.0,0.0,0.0,0.09,1.57,6.37,3.0,4.8,0.88,1.11,0.28,0.23,0.55,0.14,0.28,0.05,0.14,0.09,0.05,0.09,0.0,1.57,0.78,0.6,0.46,0.18,0.46,0.23,0.42,2.4,7.71,7.52,5.68,6.32,8.58,16.43,33.46,45.55,43.98,40.66,28.57,22.94,20.21,13.2,11.63,12.18,14.31,13.75,13.75,11.95,11.26,11.12,15.32,15.78,20.21,21.41,23.77,23.03,22.11,19.94,17.35,11.31,9.69,6.6,4.02,3.6,2.35,1.57,1.25,0.55,0.14,0.23,0.6,0.83,0.6,1.75,2.12,1.75,4.71,5.22,7.38,18.23,15.14,9.65,6.51,8.86,19.15,24.18,29.77,68.76,90.64,118.24,85.98,4712616.752626873,2850378.7973548276
13,0.0,0.0,0.0,0.0,0.0,0.09,1.57,6.37,3.0,4.8,0.88,1.11,0.28,0.23,0.55,0.14,0.28,0.05,0.14,0.09,0.05,0.09,0.0,1.57,0.78,0.6,0.46,0.18,0.46,0.23,0.42,2.4,7.71,7.52,5.68,6.32,8.58,16.43,33.46,45.55,43.98,40.66,28.57,22.94,20.21,13.2,11.63,12.18,14.31,13.75,13.75,11.95,11.26,11.12,15.32,15.78,20.21,21.41,23.77,23.03,22.11,19.94,17.35,11.31,9.69,6.6,4.02,3.6,2.35,1.57,1.25,0.55,0.14,0.23,0.6,0.83,0.6,1.75,2.12,1.75,4.71,5.22,7.38,18.23,15.14,9.65,6.51,8.86,19.15,24.18,29.77,68.76,90.64,118.24,85.98,4712616.752626873,2850378.7973548276
14,0.0,0.0,0.0,0.0,0.08,0.48,2.16,4.87,2.24,2.4,0.64,0.64,0.32,0.32,0.56,0.32,0.24,0.16,0.08,0.24,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.48,0.56,0.64,2.08,2.56,4.31,3.27,5.99,5.59,4.63,7.19,18.05,30.19,35.46,25.96,17.49,8.31,10.38,6.63,6.15,9.9,8.39,7.91,7.91,9.18,18.45,21.4,20.29,27.47,24.92,18.53,20.92,25.88,18.53,13.9,13.42,10.14,6.87,5.99,3.11,2.32,2.24,2.72,1.36,0.16,0.0,0.08,0.08,1.28,1.2,2.72,2.24,2.08,5.03,5.51,6.47,6.79,5.75,6.07,8.31,7.27,10.3,16.45,26.52,45.2,52.15,61.98,63.65,4789218.20683602,2855482.2626261027
15,0.0,0.0,0.0,0.0,0.08,0.48,2.16,4.87,2.24,2.4,0.64,0.64,0.32,0.32,0.56,0.32,0.24,0.16,0.08,0.24,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.48,0.56,0.64,2.08,2.56,4.31,3.27,5.99,5.59,4.63,7.19,18.05,30.19,35.46,25.96,17.49,8.31,10.38,6.63,6.15,9.9,8.39,7.91,7.91,9.18,18.45,21.4,20.29,27.47,24.92,18.53,20.92,25.88,18.53,13.9,13.42,10.14,6.87,5.99,3.11,2.32,2.24,2.72,1.36,0.16,0.0,0.08,0.08,1.28,1.2,2.72,2.24,2.08,5.03,5.51,6.47,6.79,5.75,6.07,8.31,7.27,10.3,16.45,26.52,45.2,52.15,61.98,63.65,4789218.20683602,2855482.2626261027
16,0.0,0.0,0.0,0.06,0.93,1.05,2.37,3.45,2.01,1.41,0.57,0.45,0.42,0.3,0.27,0.3,0.06,0.24,0.15,0.27,0.09,0.15,0.21,0.33,0.75,0.57,0.54,1.2,1.23,1.62,2.22,2.4,5.11,4.08,4.48,7.21,8.17,14.84,21.5,29.16,24.9,18.02,14.87,11.32,9.04,10.72,10.96,11.92,12.04,10.42,9.16,10.87,9.43,9.01,13.27,15.89,17.12,16.01,20.06,19.1,19.88,13.18,11.23,9.85,7.09,5.14,3.33,4.45,3.36,2.73,1.65,1.2,0.63,0.66,0.84,1.62,2.1,2.73,2.94,4.93,6.94,6.43,7.48,10.39,8.38,7.57,7.48,9.82,8.53,14.03,23.34,36.55,46.04,48.29,44.33,4792343.169017112,2823700.649018925
17,0.0,0.0,0.0,0.06,0.93,1.05,2.37,3.45,2.01,1.41,0.57,0.45,0.42,0.3,0.27,0.3,0.06,0.24,0.15,0.27,0.09,0.15,0.21,0.33,0.75,0.57,0.54,1.2,1.23,1.62,2.22,2.4,5.11,4.08,4.48,7.21,8.17,14.84,21.5,29.16,24.9,18.02,14.87,11.32,9.04,10.72,10.96,11.92,12.04,10.42,9.16,10.87,9.43,9.01,13.27,15.89,17.12,16.01,20.06,19.1,19.88,13.18,11.23,9.85,7.09,5.14,3.33,4.45,3.36,2.73,1.65,1.2,0.63,0.66,0.84,1.62,2.1,2.73,2.94,4.93,6.94,6.43,7.48,10.39,8.38,7.57,7.48,9.82,8.53,14.03,23.34,36.55,46.04,48.29,44.33,4792343.169017112,2823700.649018925
18,0.0,0.0,0.0,0.0,0.0,0.73,2.23,3.48,2.23,1.48,0.52,0.2,0.32,0.41,0.55,0.67,0.29,0.12,0.46,0.23,0.52,0.23,0.38,0.61,0.7,0.93,0.87,1.63,2.06,2.06,2.44,5.02,5.11,5.37,7.11,9.84,10.19,17.12,27.92,34.85,33.14,26.21,20.58,21.3,17.18,16.08,13.49,15.41,15.27,12.57,11.7,9.87,10.65,12.22,17.44,24.41,26.67,27.4,33.9,29.98,29.17,20.17,17.41,13.41,9.05,4.93,3.92,3.54,2.5,1.68,1.68,1.89,1.77,0.93,1.33,2.23,2.38,3.13,3.13,6.21,7.49,9.55,14.51,17.47,14.71,11.87,13.09,11.55,16.05,18.95,29.46,44.55,65.59,79.23,69.13,4800511.001327326,2791125.3164199884
19,0.0,0.0,0.0,0.0,0.0,0.73,2.23,3.48,2.23,1.48,0.52,0.2,0.32,0.41,0.55,0.67,0.29,0.12,0.46,0.23,0.52,0.23,0.38,0.61,0.7,0.93,0.87,1.63,2.06,2.06,2.44,5.02,5.11,5.37,7.11,9.84,10.19,17.12,27.92,34.85,33.14,26.21,20.58,21.3,17.18,16.08,13.49,15.41,15.27,12.57,11.7,9.87,10.65,12.22,17.44,24.41,26.67,27.4,33.9,29.98,29.17,20.17,17.41,13.41,9.05,4.93,3.92,3.54,2.5,1.68,1.68,1.89,1.77,0.93,1.33,2.23,2.38,3.13,3.13,6.21,7.49,9.55,14.51,17.47,14.71,11.87,13.09,11.55,16.05,18.95,29.46,44.55,65.59,79.23,69.13,4800511.001327326,2791125.3164199884
20,0.0,0.0,0.0,0.05,0.12,0.5,1.83,3.59,3.03,1.61,1.02,0.79,0.91,0.74,1.27,0.83,0.82,0.87,0.6,0.8,0.71,1.19,0.96,1.46,1.61,1.88,1.91,3.2,4.75,4.55,5.76,10.05,12.18,11.01,12.46,15.14,14.11,22.64,33.69,32.65,42.59,31.52,23.59,19.54,16.82,12.55,11.56,11.69,12.75,10.62,9.48,9.7,8.87,10.76,13.5,18.08,21.49,23.99,30.61,31.52,29.55,24.94,23.83,17.63,14.27,8.91,6.06,4.2,3.08,2.89,2.95,2.4,1.67,1.73,2.52,3.62,3.73,4.82,5.09,8.41,12.11,14.31,17.1,21.37,21.13,16.52,15.55,14.36,13.27,17.96,22.49,38.48,47.93,61.23,48.4,4794383.563786123,2809070.113058308
21,0.0,0.0,0.0,0.05,0.12,0.5,1.83,3.59,3.03,1.61,1.02,0.79,0.91,0.74,1.27,0.83,0.82,0.87,0.6,0.8,0.71,1.19,0.96,1.46,1.61,1.88,1.91,3.2,4.75,4.55,5.76,10.05,12.18,11.01,12.46,15.14,14.11,22.64,33.69,32.65,42.59,31.52,23.59,19.54,16.82,12.55,11.56,11.69,12.75,10.62,9.48,9.7,8.87,10.76,13.5,18.08,21.49,23.99,30.61,31.52,29.55,24.94,23.83,17.63,14.27,8.91,6.06,4.2,3.08,2.89,2.95,2.4,1.67,1.73,2.52,3.62,3.73,4.82,5.09,8.41,12.11,14.31,17.1,21.37,21.13,16.52,15.55,14.36,13.27,17.96,22.49,38.48,47.93,61.23,48.4,4794383.563786123,2809070.113058308
22,0.0,0.0,0.0,0.0,0.0,0.21,1.84,2.67,1.0,1.04,0.1,0.14,0.0,0.03,0.0,0.03,0.1,0.0,0.03,0.1,0.1,0.1,0.35,0.07,0.1,0.21,0.52,2.18,1.0,0.62,0.17,0.69,1.7,2.08,1.14,3.22,5.82,8.59,21.33,38.43,59.69,53.18,43.04,27.77,26.7,20.95,20.36,17.31,16.03,11.15,12.78,10.46,11.01,10.84,11.46,14.85,17.14,21.26,17.04,19.42,18.56,17.52,17.17,16.2,13.75,10.08,7.79,4.99,2.8,2.04,1.07,0.66,0.21,0.03,1.0,2.29,2.39,3.67,4.36,5.26,4.95,6.65,9.24,7.96,9.97,11.11,15.13,14.61,15.82,28.32,40.93,68.07,94.91,134.55,129.84,4627972.646924308,2619527.9289664566
23,0.0,0.0,0.0,0.0,0.0,0.21,1.84,2.67,1.0,1.04,0.1,0.14,0.0,0.03,0.0,0.03,0.1,0.0,0.03,0.1,0.1,0.1,0.35,0.07,0.1,0.21,0.52,2.18,1.0,0.62,0.17,0.69,1.7,2.08,1.14,3.22,5.82,8.59,21.33,38.43,59.69,53.18,43.04,27.77,26.7,20.95,20.36,17.31,16.03,11.15,12.78,10.46,11.01,10.84,11.46,14.85,17.14,21.26,17.04,19.42,18.56,17.52,17.17,16.2,13.75,10.08,7.79,4.99,2.8,2.04,1.07,0.66,0.21,0.03,1.0,2.29,2.39,3.67,4.36,5.26,4.95,6.65,9.24,7.96,9.97,11.11,15.13,14.61,15.82,28.32,40.93,68.07,94.91,134.55,129.84,4627972.646924308,2619527.9289664566
24,0.0,0.0,0.0,0.0,0.0,0.16,1.13,1.37,1.62,0.4,0.0,0.16,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.24,0.08,0.0,0.0,0.08,0.32,0.32,0.65,0.32,0.4,0.0,0.57,0.65,1.86,3.31,1.7,2.99,4.76,16.8,26.81,49.1,48.21,48.62,26.17,27.94,26.0,27.38,30.28,35.62,30.28,28.59,24.07,21.89,21.16,23.9,27.86,24.23,24.47,27.46,26.33,27.14,28.35,21.0,19.71,20.11,15.99,8.08,3.88,3.07,2.26,1.21,0.65,0.16,0.08,0.24,1.37,3.31,4.04,3.47,5.98,8.16,6.38,10.5,18.01,15.51,15.18,17.77,12.92,12.6,23.58,40.22,59.68,94.73,141.65,139.39,4575938.764429002,2641654.944820263
25,0.0,0.0,0.0,0.0,0.0,0.16,1.13,1.37,1.62,0.4,0.0,0.16,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.24,0.08,0.0,0.0,0.08,0.32,0.32,0.65,0.32,0.4,0.0,0.57,0.65,1.86,3.31,1.7,2.99,4.76,16.8,26.81,49.1,48.21,48.62,26.17,27.94,26.0,27.38,30.28,35.62,30.28,28.59,24.07,21.89,21.16,23.9,27.86,24.23,24.47,27.46,26.33,27.14,28.35,21.0,19.71,20.11,15.99,8.08,3.88,3.07,2.26,1.21,0.65,0.16,0.08,0.24,1.37,3.31,4.04,3.47,5.98,8.16,6.38,10.5,18.01,15.51,15.18,17.77,12.92,12.6,23.58,40.22,59.68,94.73,141.65,139.39,4575938.764429002,2641654.944820263
26,0.0,0.0,0.0,0.0,0.2,0.0,2.89,3.77,1.61,1.61,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.2,0.2,0.0,0.07,0.2,0.07,0.2,0.67,0.61,0.27,0.13,0.67,1.01,1.01,1.14,3.03,6.12,5.85,8.54,21.46,39.76,81.53,77.43,67.67,46.21,31.01,26.1,17.09,23.88,28.46,12.38,10.43,7.67,8.75,9.75,11.84,13.12,15.81,17.89,13.12,16.48,19.84,21.39,21.39,15.4,11.37,6.39,5.18,3.63,2.89,3.09,2.35,0.81,0.2,0.2,0.4,0.54,1.82,2.49,1.21,3.77,4.44,4.37,5.72,7.2,8.14,8.48,10.43,10.9,12.71,21.93,30.88,52.4,85.84,156.6,170.39,4670368.85571152,2642066.9539648322
27,0.0,0.0,0.0,0.0,0.2,0.0,2.89,3.77,1.61,1.61,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.2,0.2,0.0,0.07,0.2,0.07,0.2,0.67,0.61,0.27,0.13,0.67,1.01,1.01,1.14,3.03,6.12,5.85,8.54,21.46,39.76,81.53,77.43,67.67,46.21,31.01,26.1,17.09,23.88,28.46,12.38,10.43,7.67,8.75,9.75,11.84,13.12,15.81,17.89,13.12,16.48,19.84,21.39,21.39,15.4,11.37,6.39,5.18,3.63,2.89,3.09,2.35,0.81,0.2,0.2,0.4,0.54,1.82,2.49,1.21,3.77,4.44,4.37,5.72,7.2,8.14,8.48,10.43,10.9,12.71,21.93,30.88,52.4,85.84,156.6,170.39,4670368.85571152,2642066.9539648322
28,0.0,0.0,0.0,0.0,0.07,0.85,2.82,3.06,3.69,2.42,1.3,0.87,0.42,0.13,0.07,0.09,0.0,0.09,0.02,0.2,0.18,0.63,0.45,0.78,0.56,0.31,0.29,1.36,1.86,2.37,2.3,3.29,3.78,3.22,3.02,3.2,6.66,15.34,25.52,39.14,38.42,32.92,29.12,23.97,18.18,14.2,11.67,12.23,12.12,7.65,8.39,8.5,7.87,10.15,15.19,13.19,11.94,14.25,15.45,16.33,14.85,12.32,16.82,18.61,14.74,11.85,7.74,4.5,3.18,2.55,1.25,0.65,0.38,0.31,1.41,4.34,3.15,4.23,4.07,7.54,11.41,12.05,12.01,14.83,16.26,12.35,15.45,15.61,18.58,23.71,28.74,46.18,52.38,62.69,75.14,4729694.807406177,2682588.7632056274
29,0.0,0.0,0.0,0.0,0.07,0.85,2.82,3.06,3.69,2.42,1.3,0.87,0.42,0.13,0.07,0.09,0.0,0.09,0.02,0.2,0.18,0.63,0.45,0.78,0.56,0.31,0.29,1.36,1.86,2.37,2.3,3.29,3.78,3.22,3.02,3.2,6.66,15.34,25.52,39.14,38.42,32.92,29.12,23.97,18.18,14.2,11.67,12.23,12.12,7.65,8.39,8.5,7.87,10.15,15.19,13.19,11.94,14.25,15.45,16.33,14.85,12.32,16.82,18.61,14.74,11.85,7.74,4.5,3.18,2.55,1.25,0.65,0.38,0.31,1.41,4.34,3.15,4.23,4.07,7.54,11.41,12.05,12.01,14.83,16.26,12.35,15.45,15.61,18.58,23.71,28.74,46.18,52.38,62.69,75.14,4729694.807406177,2682588.7632056274
30,0.0,0.0,0.0,0.0,0.0,0.63,4.14,2.51,1.51,1.38,0.5,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,1.0,0.0,0.75,0.5,0.25,1.0,0.13,1.26,2.39,2.64,3.52,3.14,6.4,21.34,34.02,60.51,41.81,44.82,37.16,23.73,16.32,17.7,21.97,30.13,25.99,26.24,16.95,15.82,10.67,6.03,5.9,16.45,16.2,18.2,19.08,22.1,19.46,19.21,14.56,15.69,10.92,8.03,6.53,3.39,1.0,0.75,0.38,0.13,0.13,0.0,0.13,1.13,1.26,1.76,2.64,7.03,15.07,9.67,14.31,11.55,10.92,6.78,15.44,25.74,27.12,32.52,53.86,67.04,84.74,112.99,102.7,4638285.510692504,2720728.7168781287
31,0.0,0.0,0.0,0.0,0.0,0.63,4.14,2.51,1.51,1.38,0.5,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,1.0,0.0,0.75,0.5,0.25,1.0,0.13,1.26,2.39,2.64,3.52,3.14,6.4,21.34,34.02,60.51,41.81,44.82,37.16,23.73,16.32,17.7,21.97,30.13,25.99,26.24,16.95,15.82,10.67,6.03,5.9,16.45,16.2,18.2,19.08,22.1,19.46,19.21,14.56,15.69,10.92,8.03,6.53,3.39,1.0,0.75,0.38,0.13,0.13,0.0,0.13,1.13,1.26,1.76,2.64,7.03,15.07,9.67,14.31,11.55,10.92,6.78,15.44,25.74,27.12,32.52,53.86,67.04,84.74,112.99,102.7,4638285.510692504,2720728.7168781287
32,0.0,0.0,0.0,0.0,0.06,0.51,0.51,2.46,0.82,0.63,0.19,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.32,0.19,0.38,0.25,0.51,0.95,0.19,0.32,0.88,0.57,0.88,1.14,1.83,1.64,2.71,6.44,5.56,15.59,28.41,51.52,53.66,46.09,40.34,30.24,25.95,16.79,12.69,11.87,13.13,9.72,9.03,8.02,11.49,13.51,14.14,12.12,17.24,15.91,16.73,14.71,14.2,13.19,10.48,10.92,7.77,7.39,5.56,3.41,2.59,1.64,1.01,0.32,0.13,0.38,0.25,0.51,0.69,4.04,3.98,4.61,5.11,3.35,5.3,6.57,7.32,6.76,10.92,14.14,14.27,20.77,22.41,38.45,60.23,70.2,82.2,4714494.032553246,2726315.4195060423
