2020-01-26,2020-02-02,2020-02-08,2020-02-16,2020-02-23,2020-03-05,2020-03-15,2020-03-22,2020-03-29,2020-04-10,2020-04-19,2020-04-26,2020-05-01,2020-05-04,2020-05-07,2020-05-17,2020-05-24,2020-05-31,2020-06-09,2020-06-12,2020-06-14,2020-06-21,2020-06-28,2020-07-06,2020-07-19,2020-07-26,2020-08-03,2020-08-11,2020-08-16,2020-08-23,2020-08-30,2020-09-02,2020-09-08,2020-09-13,2020-09-20,2020-09-27,2020-10-05,2020-10-18,2020-10-25,2020-11-10,2020-11-15,2020-11-22,2020-11-29,2020-12-01,2020-12-04,2020-12-07,2020-12-13,2020-12-20,2020-12-27,2021-01-08,2021-01-17,2021-01-24,2021-01-31,2021-02-05,2021-02-14,2021-02-21,2021-02-28,2021-03-01,2021-03-10,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-07,2021-04-18,2021-04-25,2021-05-09,2021-05-12,2021-05-16,2021-05-23,2021-05-30,2021-06-06,2021-06-13,2021-06-20,2021-06-27,2021-07-02,2021-07-03,2021-07-11,2021-07-18,2021-07-25,2021-08-08,2021-08-15,2021-08-22,2021-08-29,2021-09-05,2021-09-19,2021-09-26,2021-10-01,2021-10-10,2021-10-17,2021-10-24,2021-10-31,2021-11-04,2021-11-07,2021-11-14,2021-11-21,2021-11-28,x,y
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,9.421922108,47.32363678
0,0,0,0,0,2,0,0,4,0,6,4,0,4,0,0,0,1,0,37,0,0,0,0,0,1,0,25,0,1,0,0,0,0,0,0,2,1,1,1,41,26,13,0,12,0,38,33,31,1,22,13,10,3,6,11,1,17,2,2,0,1,3,0,0,1,2,751,0,0,0,0,2,1,1,9,4,1,0,0,0,1,1,3,1,3,3,24,1,0,2,2,4,0,2,1,6,9.276555866,47.23778279
0,0,0,0,0,1,0,4,11,0,5,3,0,18,0,2,0,0,0,8,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,12,12,11,0,3,0,9,15,6,0,10,3,4,1,1,3,0,5,1,2,2,1,2,0,0,0,1,751,1,2,1,0,1,0,0,4,1,0,0,0,0,0,2,0,2,0,0,9,1,3,1,1,2,0,1,1,1,9.628627712,46.65583375
0,0,1,0,0,0,0,0,2,0,5,3,0,6,1,0,1,0,0,26,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,9,0,15,7,22,0,1,0,30,38,44,0,34,18,9,5,9,5,4,40,4,2,3,3,3,1,0,5,2,751,1,2,1,1,1,1,0,11,2,4,1,0,0,0,1,3,4,7,8,39,2,2,3,4,3,0,2,2,1,9.08982266,47.56943318
0,0,0,0,0,2,0,0,5,0,4,2,0,3,0,0,0,0,0,28,0,0,0,0,0,0,0,13,0,0,0,0,1,2,0,1,0,0,5,0,11,16,22,0,3,0,28,38,30,0,12,16,0,3,3,0,0,13,1,0,0,0,1,0,0,0,0,751,0,0,1,0,0,0,0,1,0,4,0,0,0,1,0,0,4,0,0,10,0,4,1,1,2,0,2,2,1,8.11564592,47.06627938
0,0,0,0,0,1,0,0,5,0,1,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,2,0,6,2,0,0,3,1,1,0,0,2,0,0,0,0,0,0,0,0,5,1,0,751,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,0,0,0,8.630508685,46.77419887
0,0,0,0,0,3,0,0,2,0,4,3,0,3,0,0,0,0,0,11,0,0,0,0,1,1,0,13,0,0,0,0,0,0,0,0,2,7,13,0,14,11,3,0,6,0,11,8,9,0,9,13,13,2,6,3,0,19,3,2,0,0,0,0,2,2,0,751,2,5,1,3,1,2,0,6,0,8,0,0,0,2,1,1,1,0,3,12,1,2,0,2,1,0,4,9,7,8.759692789,47.06208905
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,4,5,4,0,0,0,0,0,4,0,1,2,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,1,0,0,8.243873494,46.85016383
0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,1,0,1,8.408011694,46.92524613
0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,7,6,4,0,3,0,10,9,6,2,16,8,1,2,1,0,1,5,2,1,0,0,0,0,0,2,0,751,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,2,0,13,1,1,1,0,0,0,1,2,4,8.538148376,47.16013145
0,0,0,0,0,18,6,31,56,0,37,25,0,84,0,2,5,1,0,51,1,0,0,1,0,0,0,30,0,0,0,0,0,0,0,0,16,1,5,0,34,60,47,0,67,0,55,50,48,1,40,32,22,5,4,1,5,51,2,6,4,2,2,0,2,3,2,751,0,3,1,0,0,0,0,11,4,0,0,0,0,1,0,0,2,2,3,49,1,0,0,0,4,0,1,0,0,8.803712541,46.29632038
0,0,0,0,0,1,0,0,5,0,2,2,0,4,0,2,0,0,0,11,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,3,12,4,5,0,1,0,19,12,22,22,20,16,14,15,9,9,2,18,1,6,4,8,11,0,16,10,16,10,12,7,7,3,10,1,0,14,1,2,4,15,18,22,23,21,21,10,4,18,7,4,6,6,11,6,10,3,1,33.21004205,35.0436555
0,0,3,0,0,4,0,1,12,15,10,10,0,24,4,2,0,1,6,72,1,3,3,2,0,0,0,117,1,5,2,0,1,6,6,20,3,49,73,37,75,82,98,0,28,1,58,59,69,0,97,84,90,18,96,100,109,78,0,178,137,129,82,2,52,26,0,10,6,6,5,2,0,3,1,75,152,28,1,1,0,1,1,3,19,5,1,89,3,7,7,8,67,0,39,46,27,14.46838123,50.06580735
0,0,0,0,0,3,0,0,2,27,4,0,0,5,0,0,0,0,2,78,0,0,0,0,1,0,0,154,0,2,0,0,1,3,9,16,1,65,82,44,117,104,101,0,9,0,72,83,53,0,125,112,106,17,123,141,176,110,2,222,188,160,126,1,53,48,0,10,8,8,3,2,2,0,2,114,180,19,2,0,0,0,0,0,22,1,1,117,3,8,10,7,88,0,28,44,23,14.55229201,50.00243613
0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,153,0,0,0,0,0,4,2,7,0,30,68,17,95,69,56,0,4,0,47,45,47,0,74,52,54,25,45,66,54,54,2,102,101,79,67,1,52,33,0,10,14,6,3,1,4,3,1,65,83,19,0,0,0,0,0,0,14,0,0,56,4,5,10,15,63,1,31,46,28,14.43569322,49.09332853
0,0,0,0,0,2,0,0,0,11,1,0,0,2,0,4,0,0,0,29,0,0,0,0,0,0,0,105,2,2,1,0,0,0,1,4,3,27,48,8,54,47,33,0,5,0,28,29,46,2,65,48,63,17,72,107,132,47,3,146,122,80,55,0,27,18,0,10,7,4,0,0,0,0,1,75,159,14,0,1,2,0,1,0,12,1,0,46,0,0,2,3,42,0,25,35,17,13.23226135,49.59662612
0,0,0,0,0,2,0,0,1,15,7,4,0,4,0,5,3,2,0,21,1,0,0,0,0,0,0,42,0,0,0,0,0,0,2,12,5,25,41,20,51,34,32,0,4,0,12,13,21,0,61,78,83,4,104,138,100,34,1,76,50,35,23,0,15,6,0,10,3,1,2,0,0,0,0,113,74,2,0,0,0,0,0,0,5,1,2,54,1,1,1,2,15,0,5,8,1,12.75216085,50.17106069
0,0,0,0,0,7,0,0,1,10,3,2,0,2,0,0,1,0,0,68,0,0,0,0,0,0,0,113,0,0,1,0,0,0,1,5,2,41,74,24,116,80,63,0,3,0,53,73,78,0,66,79,78,41,64,79,110,76,0,131,158,123,127,0,71,37,1,10,14,9,4,3,3,2,0,71,139,21,0,1,2,0,1,2,33,2,2,88,1,1,3,7,81,1,32,40,27,13.84737903,50.53281107
0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,25,0,1,0,0,0,0,0,44,0,0,0,0,0,0,0,2,0,15,28,5,50,37,25,0,2,0,30,42,44,0,52,46,41,23,40,48,57,57,0,100,79,58,43,0,15,11,0,10,9,4,2,2,1,0,1,36,73,3,0,0,0,0,1,0,7,0,1,44,0,0,0,3,22,0,5,13,7,15.00192176,50.70601556
0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,1,44,0,0,0,0,0,0,0,107,0,1,0,0,0,3,1,1,0,28,47,13,82,57,44,0,1,0,27,29,34,0,86,90,104,10,100,106,99,63,0,75,61,51,33,0,23,7,0,10,6,1,0,1,0,0,0,71,96,7,0,0,0,0,0,0,4,0,0,103,0,1,2,0,27,0,13,30,13,15.86655332,50.38354503
0,0,0,0,0,0,0,0,2,7,1,1,0,0,0,0,2,0,0,41,0,0,0,1,1,0,0,65,1,0,1,0,0,4,10,5,0,17,40,8,51,41,37,0,2,0,23,27,21,0,51,55,40,13,61,64,74,29,1,90,76,60,46,0,39,18,0,10,12,4,4,2,1,0,0,40,103,14,0,0,0,0,0,1,11,0,1,58,1,3,7,3,39,0,18,36,20,16.19267159,49.90139687
0,0,4,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,41,0,0,0,0,0,2,0,91,1,2,1,0,1,4,4,3,1,37,61,18,70,49,52,0,1,0,39,37,33,0,60,34,45,18,27,24,27,47,1,55,62,52,56,1,18,29,0,10,6,7,7,2,0,0,0,19,33,6,0,0,0,3,1,0,14,1,0,62,1,2,0,1,25,0,13,18,8,15.674845,49.41568031
0,0,1,0,0,2,0,0,0,16,5,3,0,4,0,0,0,0,5,87,1,1,0,2,0,2,0,189,0,2,0,0,0,1,10,8,0,59,111,50,197,132,114,0,4,0,89,98,83,1,114,112,105,42,85,71,97,81,3,146,159,153,134,0,61,68,0,10,30,23,10,9,6,1,1,86,125,49,0,0,0,0,0,1,31,3,1,123,1,8,11,43,112,1,78,102,60,16.63484404,49.07762706
0,0,1,0,0,3,0,0,2,8,1,5,0,4,0,1,1,0,0,43,0,2,2,0,0,0,0,97,0,1,0,0,1,0,0,4,0,29,72,11,75,71,61,0,2,0,41,42,48,0,78,73,51,27,43,40,45,70,0,71,69,61,62,0,35,23,0,10,12,6,4,1,1,0,0,35,36,18,0,0,0,0,1,0,19,1,1,83,4,3,10,11,39,0,29,67,30,17.19103445,49.77724249
0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,49,0,0,0,1,0,0,0,102,0,0,0,0,1,3,6,8,0,28,67,22,94,63,46,0,1,0,55,64,70,0,59,42,43,33,19,30,35,70,0,38,35,41,42,1,29,35,1,10,13,11,5,2,2,2,2,25,38,32,0,0,0,0,0,0,21,0,0,89,1,3,8,14,57,0,43,58,28,17.74668392,49.22112662
0,0,5,0,0,6,0,0,1,10,8,7,0,4,2,4,10,1,1,105,2,1,2,2,4,7,0,155,4,1,2,0,2,1,4,4,11,46,87,24,150,110,106,0,6,2,123,126,124,1,176,136,73,46,67,77,91,171,2,115,124,120,137,1,79,61,0,10,27,16,8,10,7,2,2,95,124,70,0,0,0,1,3,1,44,0,3,216,6,11,15,47,114,0,95,128,64,17.98117449,49.81966205
0,0,1,0,0,60,28,132,334,21,221,132,0,488,4,25,29,8,4,512,2,3,3,8,4,8,5,216,3,2,2,0,2,7,8,16,40,72,137,44,343,412,432,0,361,2,660,710,578,3,440,316,217,175,117,108,106,552,61,94,134,159,181,4,170,185,62,10,72,48,36,26,13,5,5,158,86,90,1,3,7,17,33,62,134,37,53,490,66,68,118,127,168,2,89,29,64,9.049619724,48.53745502
0,0,2,0,0,105,18,128,465,15,366,197,0,665,1,48,25,13,2,768,3,6,7,11,5,1,1,354,1,3,5,0,3,15,16,19,67,60,85,38,429,609,730,0,518,2,1030,1020,874,10,733,524,401,187,203,190,148,914,85,151,166,210,237,2,203,237,75,10,91,72,43,18,9,13,4,283,137,245,6,6,19,12,36,43,134,72,70,837,96,112,182,200,220,3,183,46,64,11.41876319,48.94749365
0,0,0,0,0,24,0,8,27,7,22,24,0,46,6,4,6,0,1,225,3,2,1,3,0,0,0,94,0,3,0,0,0,0,1,3,4,9,46,9,121,135,202,0,47,3,244,301,252,0,234,162,95,30,61,43,45,230,10,36,32,29,45,1,39,31,9,10,11,7,1,5,2,2,3,109,47,20,2,0,3,6,5,6,13,12,11,268,18,12,20,28,40,0,11,4,64,13.4036967,52.50031957
0,0,0,0,0,10,0,2,12,3,22,20,0,57,1,1,0,2,0,138,1,0,0,0,0,0,0,50,0,0,0,0,1,1,0,1,3,15,21,7,55,78,119,0,40,0,195,337,265,0,330,274,165,36,81,75,40,330,9,59,57,77,64,0,66,45,3,10,17,8,7,1,0,0,0,114,34,41,0,1,0,1,2,6,23,8,9,381,6,9,31,25,64,1,27,7,64,13.39909951,52.4706079
0,0,0,0,0,3,0,1,4,2,6,4,0,11,0,3,1,1,0,13,2,4,0,3,2,0,0,19,1,0,0,0,0,0,0,0,7,3,13,3,14,22,10,0,7,0,18,32,21,0,20,20,26,8,14,23,22,11,8,7,12,9,12,0,6,9,5,10,2,4,1,1,0,0,2,13,13,4,0,0,2,1,0,1,3,3,3,8,7,3,2,2,7,0,1,0,64,8.738188114,53.2098171
0,0,0,0,0,7,3,8,43,9,40,23,0,69,1,3,1,0,2,79,0,0,0,0,0,1,1,49,1,1,0,0,1,2,1,2,9,10,22,3,66,68,46,0,59,0,105,95,100,4,79,61,57,14,33,38,19,106,13,22,21,27,23,1,31,23,16,10,3,5,6,3,0,1,1,25,19,10,2,1,5,11,6,15,9,10,12,92,5,5,18,13,18,0,4,5,64,9.989339156,53.54987206
0,0,10,0,0,20,1,12,66,10,86,51,0,108,1,16,7,0,7,455,2,3,0,2,1,7,0,173,2,0,0,0,1,8,6,11,20,52,111,21,255,296,305,0,132,1,581,574,505,9,395,324,228,109,100,94,89,448,20,82,105,119,119,3,127,134,33,10,52,42,17,12,6,7,1,175,89,55,3,6,4,17,16,29,76,26,16,466,21,17,34,54,114,0,34,15,64,9.030499631,50.60403868
0,0,1,0,0,0,0,0,5,0,2,1,0,8,0,0,0,0,0,33,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,6,0,16,8,18,0,4,0,35,39,40,0,114,90,84,21,42,43,24,81,4,35,35,34,29,0,38,31,2,10,12,6,3,2,1,1,0,66,32,10,0,0,1,5,1,1,23,1,6,79,18,7,19,17,27,0,12,1,64,12.53749167,53.75013899
0,0,2,0,0,32,3,19,117,10,90,52,0,139,4,14,14,7,1,157,6,8,3,3,2,1,0,101,3,4,3,0,1,9,9,14,24,28,73,20,155,199,151,0,125,2,231,293,280,6,346,318,294,60,196,132,125,307,37,77,89,113,109,0,107,85,33,10,40,39,17,2,4,1,1,232,82,27,3,1,7,8,21,17,58,33,28,372,27,20,31,30,97,1,29,9,64,9.167550518,52.76494908
0,0,17,0,1,66,26,122,250,30,233,117,0,418,8,28,16,15,14,776,10,13,7,9,11,12,5,396,16,14,5,0,21,19,21,24,44,115,261,65,518,584,645,0,368,12,1040,1162,926,24,839,691,552,303,357,296,254,911,61,204,223,291,305,7,384,399,119,10,145,84,52,31,21,8,7,410,195,119,8,11,26,46,68,114,226,87,67,965,70,97,112,109,349,12,73,14,64,7.560464077,51.47994181
0,0,0,0,0,11,1,14,32,2,37,22,0,51,0,2,0,1,4,233,0,2,0,2,2,1,0,74,2,3,1,0,1,3,4,4,8,15,36,16,144,157,196,0,60,1,253,329,226,1,259,215,131,39,51,34,27,265,18,40,49,50,51,4,63,57,21,10,23,12,9,7,3,1,1,74,32,33,0,2,1,4,12,19,41,26,22,301,19,17,34,33,68,3,16,12,64,7.453034045,49.91332323
0,0,0,0,0,4,0,5,23,1,18,18,0,59,0,2,1,3,0,39,0,0,1,1,0,0,0,28,0,1,0,0,0,1,0,2,4,5,17,0,24,33,39,0,37,0,69,61,70,0,44,54,36,11,13,13,14,47,4,4,5,5,7,1,11,14,4,10,10,2,1,0,0,0,0,45,8,6,0,2,1,1,2,7,6,4,3,73,3,4,4,8,14,1,6,1,64,6.95587955,49.38705307
0,0,0,0,0,10,2,5,32,10,23,15,0,80,0,9,4,3,0,709,0,0,0,1,0,0,0,241,0,0,0,0,1,1,14,8,5,60,128,14,270,411,497,0,43,0,798,897,890,1,526,372,264,166,136,122,91,745,17,120,156,181,140,0,159,163,12,10,96,59,35,17,5,5,1,167,104,72,1,0,1,5,7,3,122,13,7,701,19,42,87,88,187,0,47,10,64,13.34677006,51.05178982
0,0,0,0,0,2,1,4,15,0,5,9,0,12,0,0,1,0,0,112,2,0,0,0,1,1,0,24,1,0,1,0,0,1,1,2,4,3,15,1,28,57,53,0,8,0,165,180,226,3,312,271,228,50,107,91,92,283,6,53,62,83,91,0,78,76,4,10,32,14,13,5,0,1,0,180,63,25,0,0,1,1,2,2,43,6,9,251,10,15,15,28,87,1,27,14,64,11.70241461,52.00983349
0,0,2,0,0,6,1,13,20,1,25,18,0,32,0,1,2,2,0,39,1,0,1,0,2,1,0,20,1,0,0,0,1,0,0,2,3,9,20,0,14,11,18,0,30,1,65,92,112,4,126,140,127,16,59,35,33,145,9,17,17,15,22,0,20,18,5,10,12,7,2,2,1,1,2,59,25,10,1,3,4,5,6,9,13,8,3,118,8,7,20,9,12,0,7,4,64,9.815781312,54.18113129
0,0,2,0,0,27,0,3,16,1,24,23,0,25,0,8,5,9,1,168,1,0,1,2,0,0,0,44,0,0,1,0,0,1,1,2,15,6,21,4,68,125,114,0,36,1,245,302,321,2,260,222,158,62,104,130,81,307,14,88,111,109,137,0,110,95,2,10,40,29,14,8,1,0,2,127,78,76,2,2,3,0,1,2,73,6,6,294,26,31,60,74,97,0,78,18,64,11.02269989,50.9030461
0,0,0,0,0,34,2,14,26,6,42,40,0,63,1,19,6,7,1,32,2,4,0,13,1,2,0,8,0,0,0,0,3,3,6,6,16,5,14,7,7,13,20,0,61,3,31,67,84,2,107,94,75,10,38,19,7,111,5,4,5,4,11,1,5,14,4,10,3,2,3,1,3,2,3,39,8,12,0,1,1,3,4,7,4,3,5,95,1,8,3,14,2,1,18,17,15,12.88025265,55.69124275
0,0,2,0,0,17,0,2,13,0,12,10,0,24,0,7,5,2,0,6,3,0,1,2,0,0,0,6,0,0,0,0,1,0,1,1,14,0,0,1,1,4,3,0,12,0,3,14,32,0,29,34,18,0,9,4,5,30,3,5,2,6,3,0,1,0,1,10,2,0,0,0,1,0,0,13,4,3,0,0,0,3,2,2,2,4,3,35,2,1,1,0,3,0,5,7,8,11.70174883,55.27695657
0,0,0,0,0,3,0,1,8,1,5,3,0,4,0,2,1,2,1,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,7,4,1,3,0,1,0,5,0,7,4,13,0,21,16,16,1,12,8,6,19,4,2,1,2,1,0,2,0,1,10,0,1,0,2,0,1,0,7,1,6,2,1,1,0,1,2,0,5,4,13,2,4,1,0,4,0,2,10,6,9.439603007,55.35915995
0,0,0,0,0,10,1,3,6,2,14,4,0,16,0,0,0,0,0,12,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,4,0,2,0,4,9,18,0,11,0,14,16,19,3,34,34,15,0,3,5,1,31,3,1,0,1,0,1,6,1,1,10,1,1,3,0,1,0,0,11,1,2,1,0,1,1,1,1,0,4,4,32,3,1,2,1,4,0,4,1,3,9.395622414,56.24767141
0,0,1,0,0,1,0,0,4,3,2,2,0,6,0,0,1,0,2,3,0,1,2,0,0,0,0,5,0,1,1,0,0,1,1,1,0,3,3,2,2,4,4,0,5,0,0,5,8,0,17,16,11,2,9,3,2,8,0,1,0,0,0,2,3,1,1,10,1,1,1,1,1,1,0,10,0,2,0,0,0,1,0,1,0,1,1,22,2,2,3,3,1,0,4,3,1,9.676562145,57.04879864
0,0,0,0,0,7,0,0,1,3,14,8,0,12,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,5,1,7,7,22,0,11,0,22,26,30,1,42,51,43,25,34,40,54,40,19,66,68,60,94,0,72,51,12,10,21,18,11,12,3,2,1,42,64,79,1,0,5,2,2,8,33,14,18,39,31,32,35,70,79,1,63,62,19,25.54906512,58.67159616
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.81657665,38.04566502
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.66290711,38.01469375
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.75818822,37.98111893
0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.73957493,37.91156181
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.88626687,38.0370645
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.39579752,38.09292884
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.27711848,37.15811408
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.00939018,39.32992242
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.58898772,37.68267993
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0050214,38.41210825
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5568472,36.29965684
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.04485769,37.19250434
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.12387203,35.14358088
0,0,2,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,1,1,1,2,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.82460812,35.14282017
0,0,0,0,0,0,1,1,3,0,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.62388957,35.26636826
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.92607698,35.37653845
