NUTS_ID,2019_POP,2019_NEET,2019_EDU,2019_UNEM,2019_YOUTH,2019_EMP
IE06,241.1912,10.0,162.14000000000001,58.5,17.4,115.53
EL30,374.2235,15.0,245.95,294.0,27.1,141.66
EL41,22.1098,25.7,11.95,16.0,3.0,7.220000000000001
EL42,34.4027,19.6,21.41,21.1,3.3,12.940000000000001
EL43,63.493,17.0,40.03,33.4,5.2,24.73
EL51,59.9723,20.5,36.95,41.3,6.0,20.9
EL52,187.3777,16.5,118.00999999999999,157.0,9.7,63.4
EL53,26.7008,26.6,16.86,28.3,3.1,8.52
EL54,33.3696,22.5,20.06,22.1,1.9,11.05
EL61,71.864,17.2,44.15,57.5,6.8,24.2
EL62,20.3869,21.8,12.459999999999999,10.9,2.0,7.45
EL63,65.5189,17.8,42.13,68.2,6.3,20.94
EL64,55.596,26.4,34.03,40.4,6.5,18.97
EL65,57.4447,19.4,33.08,28.8,2.6,20.47
ES11,270.0441,12.3,169.27,145.9,15.8,108.0
ES12,102.2205,17.1,64.21000000000001,64.0,5.5,38.12
ES13,58.1641,13.1,37.589999999999996,27.9,3.5,24.130000000000003
ES21,217.788,8.8,137.93,94.3,15.4,92.89
ES22,64.9946,9.0,42.04,25.9,4.2,28.6
ES23,31.3571,11.5,20.27,15.6,2.5,13.930000000000001
ES24,132.0586,11.6,84.59,65.5,11.3,58.160000000000004
ES30,664.1649,10.6,444.21000000000004,368.2,60.6,306.36
ES41,240.7733,12.0,149.42000000000002,130.4,18.3,97.85
ES42,203.4877,15.1,134.45999999999998,159.6,27.5,81.77000000000001
ES43,106.5424,20.0,69.53,107.2,15.2,38.71
ES51,756.6431,15.1,496.0,426.4,81.7,340.36
ES52,497.4969,14.8,326.69,342.9,51.2,206.64000000000001
ES61,842.7405,19.0,564.0600000000001,838.6,116.9,309.25
ES62,148.7663,15.4,100.06,105.6,19.5,60.910000000000004
FR10,1225.2917,11.6,791.65,470.3,87.6,540.63
FRB0,256.951,11.8,151.32999999999998,91.3,23.4,100.92999999999999
FRC1,162.3815,11.6,94.0,52.9,12.6,63.620000000000005
FRC2,117.7762,13.4,69.12,41.8,7.8,45.88
FRD1,146.7715,14.4,84.72,51.0,10.4,56.1
FRD2,185.3117,14.2,112.72,78.8,19.2,71.07000000000001
FRE1,406.6719,17.2,251.54000000000002,186.7,50.7,146.64000000000001
FRE2,192.9189,12.2,118.85999999999999,74.7,17.0,74.22999999999999
FRF1,190.3646,13.0,123.19000000000001,67.6,16.6,84.74
FRF2,131.7548,15.8,77.85,48.9,13.0,47.96
FRF3,232.2213,11.6,140.94,81.0,17.7,91.0
FRG0,380.0348,10.9,227.68,126.6,27.6,153.70999999999998
FRH0,334.7004,9.2,199.82,100.8,26.0,134.41
FRI1,345.8041,12.4,206.96999999999997,141.2,29.8,138.9
FRI2,72.8859,11.9,41.42,21.3,5.0,27.689999999999998
FRI3,181.2353,11.7,104.74000000000001,63.8,15.4,71.14
FRJ1,284.7554,16.3,167.06,117.7,23.1,99.96000000000001
FRJ2,307.1427,12.0,184.85,92.0,18.0,125.75
FRK1,137.0432,9.2,82.14,33.1,7.5,55.32000000000001
FRK2,666.0101,11.3,409.0,216.5,57.5,282.63
FRL0,506.5696,13.6,298.40999999999997,186.1,35.3,189.3
HR03,137.4071,14.5,87.4,36.7,6.4,52.81
ITC1,432.8565,16.6,268.86,151.5,30.2,177.5
ITC2,12.5653,14.7,7.859999999999999,3.8,33.59130434782608,5.37
ITC3,153.298,17.7,93.02000000000001,64.9,6.8,58.85
ITC4,1001.0833,14.8,639.51,267.0,51.5,437.23
ITH1,53.0313,9.7,34.04,7.8,2.1,25.21
ITH2,54.3721,12.6,34.239999999999995,12.7,2.0,23.45
ITH3,488.459,12.4,312.09000000000003,129.7,26.8,210.69
ITH4,121.0414,13.7,74.66,33.3,5.8,49.72
ITH5,445.9453,14.3,279.5,119.3,22.2,196.75
ITI1,370.1343,15.7,230.88000000000002,116.0,20.8,154.44
ITI2,87.3744,15.1,54.3,33.6,5.1,35.089999999999996
ITI3,152.0321,15.4,95.01,60.2,8.5,61.720000000000006
ITI4,577.3076,20.7,379.12,263.0,36.5,232.11999999999998
ITF1,130.0645,22.5,83.17,63.0,10.1,48.43
ITF2,30.379,24.7,19.32,15.1,2.7,10.53
ITF3,574.0291,34.3,385.25,412.6,70.7,159.81
ITF4,397.5528,29.7,260.19,215.8,38.9,120.52000000000001
ITF5,55.8587,26.0,36.38,22.9,3.6,18.48
ITF6,191.2021,35.1,126.13,146.4,26.9,52.92999999999999
LV00,191.9968,10.3,120.4,61.3,7.7,87.03
LT01,81.0538,5.0,53.660000000000004,20.3,2.3,42.54
LT02,198.3646,13.3,127.78,71.7,10.4,89.89
LU00,61.3894,6.5,42.29,17.1,4.1,28.73
HU11,175.2286,7.3,111.91,21.4,4.7,82.82000000000001
HU12,127.8874,10.4,84.12,15.0,2.8,60.55
HU21,105.8236,10.6,69.44,10.2,2.8,49.839999999999996
HU22,98.9343,9.0,65.17,8.8,3.0,48.1
HU23,87.9596,18.2,56.160000000000004,18.8,5.3,36.71
HU31,112.636,19.5,71.94,22.4,5.2,47.55
HU32,145.096,18.7,94.7,42.9,9.3,62.89
HU33,123.7101,12.4,79.28,20.2,5.8,55.14
NL11,58.399,5.1,38.58,15.3,6.4,27.910000000000004
NL12,64.7672,6.4,40.33,12.6,4.7,31.619999999999997
NL13,49.2167,5.6,30.03,6.9,3.0,23.27
NL21,115.6431,5.3,73.33,18.6,5.5,57.89
NL22,207.1972,5.0,131.29000000000002,33.9,11.4,102.47
NL23,41.6546,6.3,27.580000000000002,8.1,2.9,21.77
NL31,130.6912,4.5,85.03,21.3,5.8,68.62
NL32,285.3359,5.4,187.45,49.6,14.6,147.64000000000001
NL33,370.9139,6.5,240.4,80.1,24.3,184.63
NL34,38.3032,4.2,23.419999999999998,5.0,1.6,18.55
NL41,254.4806,5.4,163.18,44.6,14.0,130.77
NL42,111.6137,7.6,70.99,18.1,5.8,53.79
AT11,29.3433,9.9,18.77,5.2,0.8000000000000007,13.5
AT12,167.7542,8.3,108.32000000000001,34.3,8.2,80.64
AT13,189.7491,11.5,128.52,89.4,16.3,86.27000000000001
AT21,56.0939,9.0,35.83,10.3,4.1,25.869999999999997
AT22,124.3052,7.3,81.21000000000001,20.5,4.4,60.65
AT31,148.2095,5.9,97.06,22.7,5.6,74.87
AT32,55.5221,6.6,36.35,7.0,3.1,28.07
AT33,75.4705,6.9,49.94,8.4,3.8,38.19
AT34,39.4297,7.9,25.910000000000004,6.8,3.8,19.97
PL21,336.0545,9.9,208.65,42.3,11.4,141.54000000000002
PL22,448.8998,9.6,278.56,46.0,10.0,183.68
PL41,347.3172,9.8,222.26999999999998,42.5,11.2,157.19
PL42,167.5502,17.0,103.15,22.9,5.9,67.92
PL43,100.331,15.1,61.98,8.8,8.4,41.65
PL51,286.5072,11.4,174.68,43.2,8.9,122.42
PL52,94.6038,12.6,56.260000000000005,13.0,5.5,38.410000000000004
PL61,205.5433,14.1,129.03,36.1,8.9,85.28999999999999
PL62,140.4441,18.1,86.74,19.2,8.3,54.970000000000006
PL63,230.5077,10.8,142.17000000000002,29.4,6.0,100.6
PL71,245.3167,10.9,153.82999999999998,41.4,8.2,106.38
PL72,122.6243,16.5,76.37,22.4,7.0,49.97
PL81,209.7294,14.6,129.38,49.7,12.0,84.17999999999999
PL82,208.6135,15.1,127.74000000000001,44.8,10.8,81.42
PL84,115.2074,12.1,69.44,15.5,5.7,47.45
PL91,305.3104,5.5,189.04000000000002,31.6,5.5,146.05
PL92,232.7207,13.5,150.32999999999998,48.8,9.5,100.28999999999999
PT11,357.2583,8.7,237.45,122.4,23.4,163.81
PT15,43.8864,11.6,27.68,16.0,4.9,20.06
PT16,221.6569,7.5,139.87,56.3,10.9,100.51
PT17,284.6332,9.2,177.48,101.8,21.0,127.45
PT18,70.5478,10.8,43.339999999999996,23.6,5.4,30.419999999999998
RO11,255.2112,13.2,170.42000000000002,36.6,7.5,114.15
RO12,231.8272,24.9,151.57999999999998,51.6,17.5,91.2
RO21,319.8564,10.0,205.2,33.8,14.2,150.03
RO22,239.6171,22.2,155.34,65.8,18.9,93.9
RO31,292.9832,20.5,189.39000000000001,63.3,21.2,122.89000000000001
RO32,231.5173,11.7,159.23,29.5,11.4,115.09
RO41,192.686,17.4,126.45,47.2,12.2,80.96000000000001
RO42,177.7474,17.7,119.8,25.6,6.6,72.56
SI03,109.4435,10.1,71.38,26.0,3.6,50.260000000000005
SI04,98.6473,7.5,63.589999999999996,19.7,2.2,46.71
SK01,65.9598,6.2,43.58,8.4,2.1,33.6
SK02,182.6145,11.1,125.54,37.5,6.1,87.97999999999999
SK03,133.9242,13.8,92.06,41.5,5.7,62.71
SK04,162.5436,20.5,110.63,70.4,14.5,70.1
FI19,137.9749,10.8,83.42,43.1,14.4,60.760000000000005
FI1B,167.1024,7.2,110.35999999999999,58.8,16.7,83.11
FI1C,115.2719,9.5,69.09,34.8,10.8,49.989999999999995
FI1D,128.4638,11.4,76.34,46.9,13.1,53.410000000000004
FI20,2.9789,9.725,1.7399999999999998,0.0,0.0,1.42
SE11,234.4124,5.3,154.82999999999998,83.3,28.2,123.16
SE12,170.8813,5.9,106.24000000000001,65.1,22.6,79.96000000000001
SE21,86.463,6.3,51.55,28.7,11.5,40.63
SE22,152.1848,6.4,94.67999999999999,70.6,22.8,69.16
SE23,203.9166,5.9,127.92999999999999,68.1,22.9,101.36
SE31,85.522,9.9,51.6,31.8,9.4,38.910000000000004
SE32,37.5733,7.6,22.41,12.8,5.4,17.07
SE33,52.0651,6.6,31.1,15.9,5.4,23.61
IS00,35.6991,5.8,22.669999999999998,7.3,2.8,19.06
NO,532.8212,6.4,347.38,104.0,36.0,261.58000000000004
NO0,532.8212,6.4,347.38,104.0,36.0,261.58000000000004
NO02,38.6951,8.0,24.759999999999998,6.2,3.2,18.04
NO06,46.2032,6.3,30.32,9.4,2.9,22.830000000000002
NO07,48.645,7.1,31.089999999999996,7.6,3.1,23.419999999999998
CH01,164.258,7.6,107.62,65.8,14.1,79.26
CH02,187.7154,6.1,121.87,41.4,10.4,100.33
CH03,116.1105,5.4,76.4,23.1,4.0,61.879999999999995
CH04,152.0968,5.9,102.72,36.7,6.9,85.0
CH05,117.6321,5.8,77.44,23.8,5.6,64.11
CH06,81.3056,5.2,54.089999999999996,13.4,3.0,46.22
CH07,35.3343,8.6,22.45,12.2,3.2,16.0
UKC1,120.1543,18.9,73.69,31.7,10.7,51.11
UKC2,145.5437,14.4,91.36,39.7,14.6,64.87
UKD1,49.8083,6.8,29.99,5.2,4.4,24.15
UKD3,282.2003,13.0,181.76,72.8,34.0,132.56
UKD4,149.5318,14.1,91.19,26.9,10.5,67.56
UKD6,93.1347,12.3,55.52,14.9,5.4,43.19
UKD7,155.3324,13.7,97.35,28.6,10.3,69.6
UKE1,93.2645,12.2,56.15,20.9,6.9,41.019999999999996
UKE2,82.4054,6.0,49.28,11.1,4.3,38.71
UKE3,140.4971,14.8,86.13,34.0,12.8,61.92999999999999
UKE4,232.456,15.8,149.45999999999998,53.5,23.1,106.4
UKF1,221.0381,11.3,138.74,44.2,19.0,104.14000000000001
UKF2,184.3764,10.7,115.39000000000001,40.7,15.5,89.76
UKF3,75.692,11.6,43.75,12.7,4.6,32.28
UKG1,135.2539,10.2,81.07000000000001,20.3,7.0,63.370000000000005
UKG2,162.6956,11.0,98.26,27.0,13.0,76.63
UKG3,292.8377,13.6,185.99,84.0,31.6,128.75
UKH1,252.1676,12.4,151.24,36.9,13.4,118.3
UKH2,187.1847,9.1,116.22,26.6,11.1,90.5
UKH3,184.1887,9.4,112.92,30.2,7.0,87.56
UKI3,119.0513,8.6,84.4,25.4,6.6,61.839999999999996
UKI4,243.089,9.4,176.92000000000002,56.5,23.9,133.23
UKI5,194.0638,14.0,128.4,44.3,15.3,93.94
UKI6,131.6772,12.0,87.83,29.5,11.2,67.42
UKI7,210.3443,12.2,135.85999999999999,55.1,15.7,98.09
UKJ1,241.7428,7.9,154.48,36.8,13.0,124.6
UKJ2,290.9838,8.2,173.78,38.6,15.5,137.25
UKJ3,199.305,8.8,121.64000000000001,32.7,8.3,93.15
UKJ4,185.4717,10.2,111.9,36.0,12.9,86.24
UKK1,251.6568,8.4,156.70999999999998,36.8,15.7,125.30999999999999
UKK2,133.6003,10.3,74.46000000000001,13.9,5.6,59.1
UKK3,56.8612,7.7,33.63,5.7,5.6,25.57
UKK4,119.5198,9.7,71.85,18.2,8.5,56.760000000000005
UKL1,196.8383,14.4,119.53,37.8,12.3,86.03999999999999
UKL2,116.8,10.0,72.92,19.5,7.2,55.71
UKM5,49.5365,6.8,31.9,8.5,4.2,24.72
UKM7,199.8699,10.6,130.85,35.4,10.5,99.28999999999999
UKM8,154.1998,10.7,102.47,35.1,7.9,71.75
UKM9,94.7186,14.6,57.44,14.1,5.3,42.480000000000004
UKN0,188.0573,12.2,118.22999999999999,23.8,7.5,83.8
ME00,62.2182,21.3,42.36,43.4,7.9,23.73
MK00,207.6953,24.5,144.07999999999998,166.4,28.9,78.82000000000001
RS11,169.1919,13.9,110.79,66.4,9.8,71.87
RS12,185.6911,17.9,122.42,76.3,14.6,74.27000000000001
RS21,191.6855,21.2,123.78,106.0,19.5,74.09
RS22,149.8079,22.8,93.27000000000001,87.2,14.4,53.08
