DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE042,2011,13740.28,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE042,2012,13926,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE042,2013,12278.15,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE042,2014,13160.77,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE042,2015,14383.59,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE042,2016,13520.04,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE042,2017,12529.7,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE042,2018,13690.98,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE05,2010,52960.88,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE05,2011,56620.97,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE05,2012,58072.65,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE05,2013,57351.08,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE05,2014,60421.96,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE05,2015,112419.75,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE05,2016,105828.59,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE05,2017,121729.3,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE05,2018,137832.67,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE05,2019,147154.13,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE051,2010,14424.63,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE051,2011,14860.02,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE051,2012,15335.18,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE051,2013,14610.43,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE051,2014,13897.58,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE052,2010,9716.22,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE052,2011,9736.14,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE052,2012,10033.85,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE052,2013,12079.36,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE052,2014,11830.35,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE052,2015,14108.76,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE052,2016,14303.96,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE052,2017,16200.66,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE052,2018,20416.7,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE053,2010,28820.03,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE053,2011,32024.81,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE053,2012,32703.62,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE053,2013,30661.28,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE053,2014,34694.04,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE06,2010,94205.88,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE06,2011,92135.39,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE06,2012,94941.85,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE06,2013,102147.8,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE06,2014,113682.11,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE06,2015,127744.52,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE06,2016,143317.91,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE06,2017,156526.13,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE06,2018,165838.17,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE06,2019,183402.02,e
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE061,2010,71038.56,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE061,2011,70445.78,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE061,2012,73043.3,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE061,2013,79767.06,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE061,2014,89305.18,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE061,2015,96942.45,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE061,2016,109563.35,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE061,2017,123070.59,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE061,2018,130289.01,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE062,2010,17331.94,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE062,2011,15898.4,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE062,2012,16111.31,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE062,2013,16981.04,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE062,2014,18483.63,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE062,2015,23829.25,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE062,2016,27050.95,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE062,2017,26284.95,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE062,2018,28943.72,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE063,2010,5835.38,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE063,2011,5791.21,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE063,2012,5787.24,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE063,2013,5399.7,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE063,2014,5893.3,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE063,2015,6972.83,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE063,2016,6703.61,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE063,2017,7170.59,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IE063,2018,6605.44,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IT,2010,1611279,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IT,2011,1648756,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IT,2012,1624359,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IT,2013,1612751,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IT,2014,1627406,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IT,2015,1655355,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IT,2016,1695787,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IT,2017,1736593,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IT,2018,1771063,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,IT,2019,1789747,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC,2010,524941.55,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC,2011,537398.31,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC,2012,525941.63,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC,2013,523090.98,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC,2014,530841.72,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC,2015,541030.85,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC,2016,555787.33,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC,2017,571388.72,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC,2018,584731.15,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC,2019,591169.73,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC1,2010,124550.57,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC1,2011,127658.92,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC1,2012,123364.93,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC1,2013,124536.94,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC1,2014,124277.65,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC1,2015,126868.33,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC1,2016,130070.97,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC1,2017,134450.33,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC1,2018,137229.87,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC1,2019,137781.87,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC11,2010,67373.37,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC11,2011,69674.58,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC11,2012,66786.58,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC11,2013,67783.21,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC11,2014,67434.99,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC11,2015,68868.29,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC11,2016,71073.98,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC11,2017,73624.92,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC11,2018,75688.65,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC12,2010,4597.51,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC12,2011,4746.84,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC12,2012,4621.49,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC12,2013,4658.1,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC12,2014,4574.11,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC12,2015,4633.62,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC12,2016,4643.96,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC12,2017,4755.08,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC12,2018,4800.69,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC13,2010,4727.91,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC13,2011,4856.62,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC13,2012,4597.43,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC13,2013,4531.44,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC13,2014,4545.29,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC13,2015,4653.31,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC13,2016,4689.06,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC13,2017,4769.9,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC13,2018,4910.01,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC14,2010,3638.59,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC14,2011,3740.47,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC14,2012,3727.32,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC14,2013,3747.79,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC14,2014,3706.53,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC14,2015,3710.3,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC14,2016,3756.61,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC14,2017,3890.01,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC14,2018,3880.87,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC15,2010,9918.71,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC15,2011,9886.14,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC15,2012,9840.25,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC15,2013,9843.63,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC15,2014,9920.01,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC15,2015,10268.09,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC15,2016,10603.78,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC15,2017,10871.74,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC15,2018,11108.82,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC16,2010,17620.31,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC16,2011,17825.77,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC16,2012,17346.25,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC16,2013,17504.76,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC16,2014,17599.41,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC16,2015,17885.81,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC16,2016,18366.02,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC16,2017,18934.8,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC16,2018,19157.86,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC17,2010,4988.26,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC17,2011,5310.2,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC17,2012,5218.65,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC17,2013,5273.08,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC17,2014,5296.72,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC17,2015,5331.89,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC17,2016,5399,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC17,2017,5453.93,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC17,2018,5589.68,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC18,2010,11685.92,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC18,2011,11618.42,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC18,2012,11226.97,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC18,2013,11195.04,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC18,2014,11200.36,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC18,2015,11517.02,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC18,2016,11538.56,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC18,2017,12150.05,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC18,2018,12093.28,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC2,2010,4737.8,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC2,2011,4838.8,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC2,2012,4879.29,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC2,2013,4680.43,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC2,2014,4643.65,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC2,2015,4653.42,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC2,2016,4610.66,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC2,2017,4776.15,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC2,2018,4826.21,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC2,2019,4868.04,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC20,2010,4737.8,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC20,2011,4838.8,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC20,2012,4879.29,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC20,2013,4680.43,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC20,2014,4643.65,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC20,2015,4653.42,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC20,2016,4610.66,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC20,2017,4776.15,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC20,2018,4826.21,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC3,2010,46095.02,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC3,2011,47152.07,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC3,2012,46307.28,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC3,2013,45756.24,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),14/07/21 23:00:00,A,MIO_EUR,ITC3,2014,46573.52,
