,date,country,deaths
0,2020-01-05,BG,
1,2020-01-12,BG,
2,2020-01-19,BG,
3,2020-01-26,BG,0.0
4,2020-02-02,BG,0.0
5,2020-02-09,BG,0.0
6,2020-02-16,BG,0.0
7,2020-02-23,BG,0.0
8,2020-03-01,BG,0.0
9,2020-03-08,BG,0.0
10,2020-03-15,BG,2.0
11,2020-03-22,BG,1.0
12,2020-03-29,BG,5.0
13,2020-04-05,BG,12.0
14,2020-04-12,BG,9.0
15,2020-04-19,BG,13.0
16,2020-04-26,BG,14.0
17,2020-05-03,BG,17.0
18,2020-05-10,BG,18.0
19,2020-05-17,BG,17.0
20,2020-05-24,BG,22.0
21,2020-05-31,BG,10.0
22,2020-06-07,BG,20.0
23,2020-06-14,BG,14.0
24,2020-06-21,BG,25.0
25,2020-06-28,BG,20.0
26,2020-07-05,BG,27.0
27,2020-07-12,BG,22.0
28,2020-07-19,BG,32.0
29,2020-07-26,BG,40.0
30,2020-08-02,BG,48.0
31,2020-08-09,BG,59.0
32,2020-08-16,BG,51.0
33,2020-08-23,BG,47.0
34,2020-08-30,BG,68.0
35,2020-09-06,BG,63.0
36,2020-09-13,BG,44.0
37,2020-09-20,BG,41.0
38,2020-09-27,BG,35.0
39,2020-10-04,BG,48.0
40,2020-10-11,BG,48.0
41,2020-10-18,BG,94.0
42,2020-10-25,BG,108.0
43,2020-11-01,BG,204.0
44,2020-11-08,BG,367.0
45,2020-11-15,BG,465.0
46,2020-11-22,BG,750.0
47,2020-11-29,BG,934.0
48,2020-12-06,BG,983.0
49,2020-12-13,BG,891.0
50,2020-12-20,BG,921.0
51,2020-12-27,BG,555.0
52,2021-01-03,BG,514.0
53,2021-01-10,BG,448.0
54,2021-01-17,BG,357.0
55,2021-01-24,BG,337.0
56,2021-01-31,BG,225.0
57,2021-02-07,BG,286.0
58,2021-02-14,BG,293.0
59,2021-02-21,BG,230.0
60,2021-02-28,BG,337.0
61,2021-03-07,BG,423.0
62,2021-03-14,BG,671.0
63,2021-03-21,BG,734.0
64,2021-03-28,BG,691.0
65,2021-04-04,BG,879.0
66,2021-04-11,BG,829.0
67,2021-04-18,BG,777.0
68,2021-04-25,BG,712.0
69,2021-05-02,BG,585.0
70,2021-05-09,BG,437.0
71,2021-05-16,BG,330.0
72,2021-05-23,BG,237.0
73,2021-05-30,BG,166.0
74,2021-06-06,BG,158.0
75,2021-06-13,BG,80.0
76,2021-06-20,BG,90.0
77,2021-06-27,BG,37.0
78,2021-07-04,BG,57.0
79,2021-07-11,BG,56.0
80,2021-07-18,BG,34.0
81,2021-07-25,BG,20.0
82,2021-08-01,BG,21.0
83,2021-08-08,BG,40.0
84,2021-08-15,BG,89.0
85,2021-08-22,BG,131.0
86,2021-08-29,BG,256.0
87,2021-09-05,BG,384.0
88,2021-09-12,BG,407.0
89,2021-09-19,BG,506.0
90,2021-09-26,BG,461.0
91,2021-10-03,BG,549.0
92,2021-10-10,BG,618.0
93,2021-10-17,BG,618.0
94,2021-10-24,BG,799.0
95,2021-10-31,BG,926.0
96,2021-11-07,BG,1075.0
97,2021-11-14,BG,1205.0
98,2021-11-21,BG,974.0
99,2021-11-28,BG,848.0
100,2021-12-05,BG,751.0
101,2021-12-12,BG,684.0
102,2021-12-19,BG,546.0
103,2021-12-26,BG,492.0
104,2022-01-02,BG,453.0
105,2022-01-09,BG,529.0
106,2022-01-16,BG,530.0
107,2022-01-23,BG,578.0
108,2022-01-30,BG,457.0
109,2020-01-05,CY,
110,2020-01-12,CY,
111,2020-01-19,CY,
112,2020-01-26,CY,0.0
113,2020-02-02,CY,0.0
114,2020-02-09,CY,0.0
115,2020-02-16,CY,0.0
116,2020-02-23,CY,0.0
117,2020-03-01,CY,0.0
118,2020-03-08,CY,0.0
119,2020-03-15,CY,0.0
120,2020-03-22,CY,0.0
121,2020-03-29,CY,5.0
122,2020-04-05,CY,4.0
123,2020-04-12,CY,1.0
124,2020-04-19,CY,2.0
125,2020-04-26,CY,2.0
126,2020-05-03,CY,1.0
127,2020-05-10,CY,0.0
128,2020-05-17,CY,2.0
129,2020-05-24,CY,0.0
130,2020-05-31,CY,0.0
131,2020-06-07,CY,1.0
132,2020-06-14,CY,0.0
133,2020-06-21,CY,1.0
134,2020-06-28,CY,0.0
135,2020-07-05,CY,0.0
136,2020-07-12,CY,0.0
137,2020-07-19,CY,0.0
138,2020-07-26,CY,0.0
139,2020-08-02,CY,0.0
140,2020-08-09,CY,0.0
141,2020-08-16,CY,1.0
142,2020-08-23,CY,1.0
143,2020-08-30,CY,0.0
144,2020-09-06,CY,0.0
145,2020-09-13,CY,0.0
146,2020-09-20,CY,1.0
147,2020-09-27,CY,0.0
148,2020-10-04,CY,0.0
149,2020-10-11,CY,3.0
150,2020-10-18,CY,0.0
151,2020-10-25,CY,0.0
152,2020-11-01,CY,1.0
153,2020-11-08,CY,1.0
154,2020-11-15,CY,12.0
155,2020-11-22,CY,4.0
156,2020-11-29,CY,5.0
157,2020-12-06,CY,11.0
158,2020-12-13,CY,19.0
159,2020-12-20,CY,12.0
160,2020-12-27,CY,22.0
161,2021-01-03,CY,18.0
162,2021-01-10,CY,18.0
163,2021-01-17,CY,20.0
164,2021-01-24,CY,16.0
165,2021-01-31,CY,14.0
166,2021-02-07,CY,14.0
167,2021-02-14,CY,9.0
168,2021-02-21,CY,9.0
169,2021-02-28,CY,2.0
170,2021-03-07,CY,1.0
171,2021-03-14,CY,6.0
172,2021-03-21,CY,4.0
173,2021-03-28,CY,8.0
174,2021-04-04,CY,11.0
175,2021-04-11,CY,11.0
176,2021-04-18,CY,16.0
177,2021-04-25,CY,10.0
178,2021-05-02,CY,15.0
179,2021-05-09,CY,21.0
180,2021-05-16,CY,12.0
181,2021-05-23,CY,7.0
182,2021-05-30,CY,7.0
183,2021-06-06,CY,3.0
184,2021-06-13,CY,10.0
185,2021-06-20,CY,1.0
186,2021-06-27,CY,0.0
187,2021-07-04,CY,0.0
188,2021-07-11,CY,6.0
189,2021-07-18,CY,4.0
190,2021-07-25,CY,15.0
191,2021-08-01,CY,22.0
192,2021-08-08,CY,18.0
193,2021-08-15,CY,22.0
194,2021-08-22,CY,23.0
195,2021-08-29,CY,21.0
196,2021-09-05,CY,16.0
197,2021-09-12,CY,15.0
198,2021-09-19,CY,10.0
199,2021-09-26,CY,4.0
200,2021-10-03,CY,1.0
201,2021-10-10,CY,7.0
202,2021-10-17,CY,4.0
203,2021-10-24,CY,6.0
204,2021-10-31,CY,6.0
205,2021-11-07,CY,2.0
206,2021-11-14,CY,10.0
207,2021-11-21,CY,3.0
208,2021-11-28,CY,1.0
209,2021-12-05,CY,10.0
210,2021-12-12,CY,9.0
211,2021-12-19,CY,10.0
212,2021-12-26,CY,8.0
213,2022-01-02,CY,11.0
214,2022-01-09,CY,18.0
215,2022-01-16,CY,24.0
216,2022-01-23,CY,31.0
217,2022-01-30,CY,18.0
218,2020-01-05,HU,
219,2020-01-12,HU,
220,2020-01-19,HU,
221,2020-01-26,HU,0.0
222,2020-02-02,HU,0.0
223,2020-02-09,HU,0.0
224,2020-02-16,HU,0.0
225,2020-02-23,HU,0.0
226,2020-03-01,HU,0.0
227,2020-03-08,HU,0.0
228,2020-03-15,HU,1.0
229,2020-03-22,HU,5.0
230,2020-03-29,HU,7.0
231,2020-04-05,HU,21.0
232,2020-04-12,HU,65.0
233,2020-04-19,HU,90.0
234,2020-04-26,HU,83.0
235,2020-05-03,HU,68.0
236,2020-05-10,HU,73.0
237,2020-05-17,HU,38.0
238,2020-05-24,HU,35.0
239,2020-05-31,HU,40.0
240,2020-06-07,HU,20.0
241,2020-06-14,HU,16.0
242,2020-06-21,HU,8.0
243,2020-06-28,HU,11.0
244,2020-07-05,HU,8.0
245,2020-07-12,HU,6.0
246,2020-07-19,HU,1.0
247,2020-07-26,HU,0.0
248,2020-08-02,HU,1.0
249,2020-08-09,HU,5.0
250,2020-08-16,HU,6.0
251,2020-08-23,HU,5.0
252,2020-08-30,HU,1.0
253,2020-09-06,HU,10.0
254,2020-09-13,HU,13.0
255,2020-09-20,HU,46.0
256,2020-09-27,HU,53.0
257,2020-10-04,HU,86.0
258,2020-10-11,HU,132.0
259,2020-10-18,HU,188.0
260,2020-10-25,HU,283.0
261,2020-11-01,HU,394.0
262,2020-11-08,HU,619.0
263,2020-11-15,HU,659.0
264,2020-11-22,HU,703.0
265,2020-11-29,HU,872.0
266,2020-12-06,HU,1196.0
267,2020-12-13,HU,1097.0
268,2020-12-20,HU,1134.0
269,2020-12-27,HU,948.0
270,2021-01-03,HU,837.0
271,2021-01-10,HU,764.0
272,2021-01-17,HU,693.0
273,2021-01-24,HU,627.0
274,2021-01-31,HU,556.0
275,2021-02-07,HU,566.0
276,2021-02-14,HU,616.0
277,2021-02-21,HU,593.0
278,2021-02-28,HU,675.0
279,2021-03-07,HU,899.0
280,2021-03-14,HU,1079.0
281,2021-03-21,HU,1310.0
282,2021-03-28,HU,1710.0
283,2021-04-04,HU,1743.0
284,2021-04-11,HU,1702.0
285,2021-04-18,HU,1767.0
286,2021-04-25,HU,1441.0
287,2021-05-02,HU,1177.0
288,2021-05-09,HU,800.0
289,2021-05-16,HU,573.0
290,2021-05-23,HU,344.0
291,2021-05-30,HU,209.0
292,2021-06-06,HU,126.0
293,2021-06-13,HU,50.0
294,2021-06-20,HU,46.0
295,2021-06-27,HU,30.0
296,2021-07-04,HU,12.0
297,2021-07-11,HU,12.0
298,2021-07-18,HU,11.0
299,2021-07-25,HU,5.0
300,2021-08-01,HU,6.0
301,2021-08-08,HU,7.0
302,2021-08-15,HU,5.0
303,2021-08-22,HU,8.0
304,2021-08-29,HU,11.0
305,2021-09-05,HU,4.0
306,2021-09-12,HU,25.0
307,2021-09-19,HU,37.0
308,2021-09-26,HU,28.0
309,2021-10-03,HU,48.0
310,2021-10-10,HU,76.0
311,2021-10-17,HU,76.0
312,2021-10-24,HU,141.0
313,2021-10-31,HU,237.0
314,2021-11-07,HU,455.0
315,2021-11-14,HU,683.0
316,2021-11-21,HU,913.0
317,2021-11-28,HU,1086.0
318,2021-12-05,HU,1256.0
319,2021-12-12,HU,1307.0
320,2021-12-19,HU,1101.0
321,2021-12-26,HU,777.0
322,2022-01-02,HU,879.0
323,2022-01-09,HU,594.0
324,2022-01-16,HU,457.0
325,2022-01-23,HU,585.0
326,2022-01-30,HU,407.0
327,2020-01-05,IS,
328,2020-01-12,IS,
329,2020-01-19,IS,
330,2020-01-26,IS,0.0
331,2020-02-02,IS,0.0
332,2020-02-09,IS,0.0
333,2020-02-16,IS,0.0
334,2020-02-23,IS,0.0
335,2020-03-01,IS,0.0
336,2020-03-08,IS,0.0
337,2020-03-15,IS,5.0
338,2020-03-22,IS,8.0
339,2020-03-29,IS,1.0
340,2020-04-05,IS,2.0
341,2020-04-12,IS,4.0
342,2020-04-19,IS,1.0
343,2020-04-26,IS,1.0
344,2020-05-03,IS,0.0
345,2020-05-10,IS,0.0
346,2020-05-17,IS,0.0
347,2020-05-24,IS,0.0
348,2020-05-31,IS,0.0
349,2020-06-07,IS,0.0
350,2020-06-14,IS,0.0
351,2020-06-21,IS,0.0
352,2020-06-28,IS,0.0
353,2020-07-05,IS,0.0
354,2020-07-12,IS,0.0
355,2020-07-19,IS,0.0
356,2020-07-26,IS,0.0
357,2020-08-02,IS,0.0
358,2020-08-09,IS,0.0
359,2020-08-16,IS,0.0
360,2020-08-23,IS,0.0
361,2020-08-30,IS,0.0
362,2020-09-06,IS,0.0
363,2020-09-13,IS,0.0
364,2020-09-20,IS,0.0
365,2020-09-27,IS,0.0
366,2020-10-04,IS,0.0
367,2020-10-11,IS,0.0
368,2020-10-18,IS,1.0
369,2020-10-25,IS,0.0
370,2020-11-01,IS,1.0
371,2020-11-08,IS,8.0
372,2020-11-15,IS,5.0
373,2020-11-22,IS,1.0
374,2020-11-29,IS,0.0
375,2020-12-06,IS,1.0
376,2020-12-13,IS,1.0
377,2020-12-20,IS,0.0
378,2020-12-27,IS,0.0
379,2021-01-03,IS,1.0
380,2021-01-10,IS,0.0
381,2021-01-17,IS,0.0
382,2021-01-24,IS,0.0
383,2021-01-31,IS,0.0
384,2021-02-07,IS,0.0
385,2021-02-14,IS,0.0
386,2021-02-21,IS,0.0
387,2021-02-28,IS,0.0
388,2021-03-07,IS,0.0
389,2021-03-14,IS,0.0
390,2021-03-21,IS,0.0
391,2021-03-28,IS,0.0
392,2021-04-04,IS,0.0
393,2021-04-11,IS,0.0
394,2021-04-18,IS,0.0
395,2021-04-25,IS,0.0
396,2021-05-02,IS,0.0
397,2021-05-09,IS,0.0
398,2021-05-16,IS,0.0
399,2021-05-23,IS,0.0
400,2021-05-30,IS,1.0
401,2021-06-06,IS,0.0
402,2021-06-13,IS,0.0
403,2021-06-20,IS,0.0
404,2021-06-27,IS,0.0
405,2021-07-04,IS,0.0
406,2021-07-11,IS,0.0
407,2021-07-18,IS,0.0
408,2021-07-25,IS,0.0
409,2021-08-01,IS,0.0
410,2021-08-08,IS,0.0
411,2021-08-15,IS,0.0
412,2021-08-22,IS,0.0
413,2021-08-29,IS,3.0
414,2021-09-05,IS,0.0
415,2021-09-12,IS,0.0
416,2021-09-19,IS,0.0
417,2021-09-26,IS,0.0
418,2021-10-03,IS,0.0
419,2021-10-10,IS,0.0
420,2021-10-17,IS,0.0
421,2021-10-24,IS,0.0
422,2021-10-31,IS,0.0
423,2021-11-07,IS,1.0
424,2021-11-14,IS,0.0
425,2021-11-21,IS,0.0
426,2021-11-28,IS,1.0
427,2021-12-05,IS,0.0
428,2021-12-12,IS,0.0
429,2021-12-19,IS,1.0
430,2021-12-26,IS,1.0
431,2022-01-02,IS,0.0
432,2022-01-09,IS,2.0
433,2022-01-16,IS,5.0
434,2022-01-23,IS,0.0
435,2022-01-30,IS,2.0
436,2020-01-05,LV,
437,2020-01-12,LV,
438,2020-01-19,LV,
439,2020-01-26,LV,0.0
440,2020-02-02,LV,0.0
441,2020-02-09,LV,0.0
442,2020-02-16,LV,0.0
443,2020-02-23,LV,0.0
444,2020-03-01,LV,0.0
445,2020-03-08,LV,0.0
446,2020-03-15,LV,0.0
447,2020-03-22,LV,0.0
448,2020-03-29,LV,0.0
449,2020-04-05,LV,1.0
450,2020-04-12,LV,4.0
451,2020-04-19,LV,0.0
452,2020-04-26,LV,7.0
453,2020-05-03,LV,4.0
454,2020-05-10,LV,2.0
455,2020-05-17,LV,1.0
456,2020-05-24,LV,3.0
457,2020-05-31,LV,2.0
458,2020-06-07,LV,1.0
459,2020-06-14,LV,3.0
460,2020-06-21,LV,2.0
461,2020-06-28,LV,0.0
462,2020-07-05,LV,0.0
463,2020-07-12,LV,0.0
464,2020-07-19,LV,1.0
465,2020-07-26,LV,0.0
466,2020-08-02,LV,1.0
467,2020-08-09,LV,0.0
468,2020-08-16,LV,0.0
469,2020-08-23,LV,1.0
470,2020-08-30,LV,1.0
471,2020-09-06,LV,1.0
472,2020-09-13,LV,0.0
473,2020-09-20,LV,1.0
474,2020-09-27,LV,0.0
475,2020-10-04,LV,2.0
476,2020-10-11,LV,2.0
477,2020-10-18,LV,4.0
478,2020-10-25,LV,12.0
479,2020-11-01,LV,18.0
480,2020-11-08,LV,25.0
481,2020-11-15,LV,24.0
482,2020-11-22,LV,30.0
483,2020-11-29,LV,44.0
484,2020-12-06,LV,65.0
485,2020-12-13,LV,87.0
486,2020-12-20,LV,90.0
487,2020-12-27,LV,120.0
488,2021-01-03,LV,121.0
489,2021-01-10,LV,169.0
490,2021-01-17,LV,129.0
491,2021-01-24,LV,133.0
492,2021-01-31,LV,84.0
493,2021-02-07,LV,144.0
494,2021-02-14,LV,112.0
495,2021-02-21,LV,91.0
496,2021-02-28,LV,76.0
497,2021-03-07,LV,77.0
498,2021-03-14,LV,72.0
499,2021-03-21,LV,59.0
500,2021-03-28,LV,52.0
501,2021-04-04,LV,53.0
502,2021-04-11,LV,55.0
503,2021-04-18,LV,67.0
504,2021-04-25,LV,49.0
505,2021-05-02,LV,42.0
506,2021-05-09,LV,68.0
507,2021-05-16,LV,54.0
508,2021-05-23,LV,60.0
509,2021-05-30,LV,44.0
510,2021-06-06,LV,43.0
511,2021-06-13,LV,43.0
512,2021-06-20,LV,40.0
513,2021-06-27,LV,7.0
514,2021-07-04,LV,25.0
515,2021-07-11,LV,8.0
516,2021-07-18,LV,7.0
517,2021-07-25,LV,7.0
518,2021-08-01,LV,6.0
519,2021-08-08,LV,3.0
520,2021-08-15,LV,2.0
521,2021-08-22,LV,8.0
522,2021-08-29,LV,4.0
523,2021-09-05,LV,12.0
524,2021-09-12,LV,24.0
525,2021-09-19,LV,31.0
526,2021-09-26,LV,44.0
527,2021-10-03,LV,57.0
528,2021-10-10,LV,60.0
529,2021-10-17,LV,89.0
530,2021-10-24,LV,138.0
531,2021-10-31,LV,225.0
532,2021-11-07,LV,246.0
533,2021-11-14,LV,263.0
534,2021-11-21,LV,188.0
535,2021-11-28,LV,196.0
536,2021-12-05,LV,121.0
537,2021-12-12,LV,108.0
538,2021-12-19,LV,69.0
539,2021-12-26,LV,59.0
540,2022-01-02,LV,76.0
541,2022-01-09,LV,79.0
542,2022-01-16,LV,72.0
543,2022-01-23,LV,65.0
544,2022-01-30,LV,67.0
545,2020-01-05,LI,
546,2020-01-12,LI,
547,2020-01-19,LI,
548,2020-01-26,LI,0.0
549,2020-02-02,LI,0.0
550,2020-02-09,LI,0.0
551,2020-02-16,LI,0.0
552,2020-02-23,LI,0.0
553,2020-03-01,LI,0.0
554,2020-03-08,LI,0.0
555,2020-03-15,LI,0.0
556,2020-03-22,LI,0.0
557,2020-03-29,LI,0.0
558,2020-04-05,LI,2.0
559,2020-04-12,LI,0.0
560,2020-04-19,LI,0.0
561,2020-04-26,LI,0.0
562,2020-05-03,LI,0.0
563,2020-05-10,LI,0.0
564,2020-05-17,LI,0.0
565,2020-05-24,LI,0.0
566,2020-05-31,LI,0.0
567,2020-06-07,LI,0.0
568,2020-06-14,LI,0.0
569,2020-06-21,LI,0.0
570,2020-06-28,LI,0.0
571,2020-07-05,LI,0.0
572,2020-07-12,LI,0.0
573,2020-07-19,LI,0.0
574,2020-07-26,LI,0.0
575,2020-08-02,LI,0.0
576,2020-08-09,LI,0.0
577,2020-08-16,LI,0.0
578,2020-08-23,LI,0.0
579,2020-08-30,LI,0.0
580,2020-09-06,LI,0.0
581,2020-09-13,LI,0.0
582,2020-09-20,LI,0.0
583,2020-09-27,LI,0.0
584,2020-10-04,LI,0.0
585,2020-10-11,LI,0.0
586,2020-10-18,LI,0.0
587,2020-10-25,LI,0.0
588,2020-11-01,LI,3.0
589,2020-11-08,LI,0.0
590,2020-11-15,LI,4.0
591,2020-11-22,LI,5.0
592,2020-11-29,LI,10.0
593,2020-12-06,LI,3.0
594,2020-12-13,LI,3.0
595,2020-12-20,LI,10.0
596,2020-12-27,LI,16.0
597,2021-01-03,LI,9.0
598,2021-01-10,LI,14.0
599,2021-01-17,LI,0.0
600,2021-01-24,LI,5.0
601,2021-01-31,LI,0.0
602,2021-02-07,LI,0.0
603,2021-02-14,LI,2.0
604,2021-02-21,LI,1.0
605,2021-02-28,LI,0.0
606,2021-03-07,LI,1.0
607,2021-03-14,LI,1.0
608,2021-03-21,LI,1.0
609,2021-03-28,LI,0.0
610,2021-04-04,LI,0.0
611,2021-04-11,LI,0.0
612,2021-04-18,LI,0.0
613,2021-04-25,LI,1.0
614,2021-05-02,LI,0.0
615,2021-05-09,LI,2.0
616,2021-05-16,LI,0.0
617,2021-05-23,LI,0.0
618,2021-05-30,LI,0.0
619,2021-06-06,LI,0.0
620,2021-06-13,LI,2.0
621,2021-06-20,LI,0.0
622,2021-06-27,LI,0.0
623,2021-07-04,LI,0.0
624,2021-07-11,LI,0.0
625,2021-07-18,LI,0.0
626,2021-07-25,LI,0.0
627,2021-08-01,LI,0.0
628,2021-08-08,LI,0.0
629,2021-08-15,LI,0.0
630,2021-08-22,LI,0.0
631,2021-08-29,LI,0.0
632,2021-09-05,LI,0.0
633,2021-09-12,LI,1.0
634,2021-09-19,LI,0.0
635,2021-09-26,LI,0.0
636,2021-10-03,LI,0.0
637,2021-10-10,LI,0.0
638,2021-10-17,LI,2.0
639,2021-10-24,LI,0.0
640,2021-10-31,LI,2.0
641,2021-11-07,LI,0.0
642,2021-11-14,LI,0.0
643,2021-11-21,LI,0.0
644,2021-11-28,LI,0.0
645,2021-12-05,LI,1.0
646,2021-12-12,LI,5.0
647,2021-12-19,LI,1.0
648,2021-12-26,LI,1.0
649,2022-01-02,LI,0.0
650,2022-01-09,LI,2.0
651,2022-01-16,LI,1.0
652,2022-01-23,LI,1.0
653,2022-01-30,LI,0.0
654,2020-01-05,LU,
655,2020-01-12,LU,
656,2020-01-19,LU,
657,2020-01-26,LU,0.0
658,2020-02-02,LU,0.0
659,2020-02-09,LU,0.0
660,2020-02-16,LU,0.0
661,2020-02-23,LU,0.0
662,2020-03-01,LU,0.0
663,2020-03-08,LU,0.0
664,2020-03-15,LU,1.0
665,2020-03-22,LU,7.0
666,2020-03-29,LU,13.0
667,2020-04-05,LU,15.0
668,2020-04-12,LU,30.0
669,2020-04-19,LU,11.0
670,2020-04-26,LU,15.0
671,2020-05-03,LU,8.0
672,2020-05-10,LU,5.0
673,2020-05-17,LU,6.0
674,2020-05-24,LU,3.0
675,2020-05-31,LU,0.0
676,2020-06-07,LU,0.0
677,2020-06-14,LU,0.0
678,2020-06-21,LU,0.0
679,2020-06-28,LU,0.0
680,2020-07-05,LU,0.0
681,2020-07-12,LU,1.0
682,2020-07-19,LU,0.0
683,2020-07-26,LU,1.0
684,2020-08-02,LU,5.0
685,2020-08-09,LU,3.0
686,2020-08-16,LU,3.0
687,2020-08-23,LU,1.0
688,2020-08-30,LU,0.0
689,2020-09-06,LU,0.0
690,2020-09-13,LU,0.0
691,2020-09-20,LU,0.0
692,2020-09-27,LU,0.0
693,2020-10-04,LU,1.0
694,2020-10-11,LU,7.0
695,2020-10-18,LU,1.0
696,2020-10-25,LU,8.0
697,2020-11-01,LU,11.0
698,2020-11-08,LU,28.0
699,2020-11-15,LU,39.0
700,2020-11-22,LU,41.0
701,2020-11-29,LU,40.0
702,2020-12-06,LU,45.0
703,2020-12-13,LU,47.0
704,2020-12-20,LU,42.0
705,2020-12-27,LU,24.0
706,2021-01-03,LU,37.0
707,2021-01-10,LU,32.0
708,2021-01-17,LU,22.0
709,2021-01-24,LU,13.0
710,2021-01-31,LU,15.0
711,2021-02-07,LU,13.0
712,2021-02-14,LU,16.0
713,2021-02-21,LU,16.0
714,2021-02-28,LU,15.0
715,2021-03-07,LU,15.0
716,2021-03-14,LU,29.0
717,2021-03-21,LU,33.0
718,2021-03-28,LU,24.0
719,2021-04-04,LU,12.0
720,2021-04-11,LU,13.0
721,2021-04-18,LU,22.0
722,2021-04-25,LU,5.0
723,2021-05-02,LU,6.0
724,2021-05-09,LU,5.0
725,2021-05-16,LU,5.0
726,2021-05-23,LU,4.0
727,2021-05-30,LU,4.0
728,2021-06-06,LU,4.0
729,2021-06-13,LU,0.0
730,2021-06-20,LU,0.0
731,2021-06-27,LU,0.0
732,2021-07-04,LU,0.0
733,2021-07-11,LU,1.0
734,2021-07-18,LU,1.0
735,2021-07-25,LU,1.0
736,2021-08-01,LU,1.0
737,2021-08-08,LU,2.0
738,2021-08-15,LU,4.0
739,2021-08-22,LU,2.0
740,2021-08-29,LU,0.0
741,2021-09-05,LU,0.0
742,2021-09-12,LU,4.0
743,2021-09-19,LU,0.0
744,2021-09-26,LU,1.0
745,2021-10-03,LU,0.0
746,2021-10-10,LU,1.0
747,2021-10-17,LU,3.0
748,2021-10-24,LU,3.0
749,2021-10-31,LU,1.0
750,2021-11-07,LU,6.0
751,2021-11-14,LU,6.0
752,2021-11-21,LU,7.0
753,2021-11-28,LU,4.0
754,2021-12-05,LU,14.0
755,2021-12-12,LU,10.0
756,2021-12-19,LU,8.0
757,2021-12-26,LU,9.0
758,2022-01-02,LU,8.0
759,2022-01-09,LU,7.0
760,2022-01-16,LU,12.0
761,2022-01-23,LU,9.0
762,2022-01-30,LU,5.0
763,2020-01-05,MT,
764,2020-01-12,MT,
765,2020-01-19,MT,
766,2020-01-26,MT,0.0
767,2020-02-02,MT,0.0
768,2020-02-09,MT,0.0
769,2020-02-16,MT,0.0
770,2020-02-23,MT,0.0
771,2020-03-01,MT,0.0
772,2020-03-08,MT,0.0
773,2020-03-15,MT,0.0
774,2020-03-22,MT,0.0
775,2020-03-29,MT,0.0
776,2020-04-05,MT,0.0
777,2020-04-12,MT,3.0
778,2020-04-19,MT,0.0
779,2020-04-26,MT,1.0
780,2020-05-03,MT,0.0
781,2020-05-10,MT,1.0
782,2020-05-17,MT,1.0
783,2020-05-24,MT,0.0
784,2020-05-31,MT,3.0
785,2020-06-07,MT,0.0
786,2020-06-14,MT,0.0
787,2020-06-21,MT,0.0
788,2020-06-28,MT,0.0
789,2020-07-05,MT,0.0
790,2020-07-12,MT,0.0
791,2020-07-19,MT,0.0
792,2020-07-26,MT,0.0
793,2020-08-02,MT,0.0
794,2020-08-09,MT,0.0
795,2020-08-16,MT,0.0
796,2020-08-23,MT,1.0
797,2020-08-30,MT,2.0
798,2020-09-06,MT,2.0
799,2020-09-13,MT,1.0
800,2020-09-20,MT,5.0
801,2020-09-27,MT,11.0
802,2020-10-04,MT,8.0
803,2020-10-11,MT,2.0
804,2020-10-18,MT,4.0
805,2020-10-25,MT,6.0
806,2020-11-01,MT,13.0
807,2020-11-08,MT,16.0
808,2020-11-15,MT,21.0
809,2020-11-22,MT,14.0
810,2020-11-29,MT,22.0
811,2020-12-06,MT,18.0
812,2020-12-13,MT,18.0
813,2020-12-20,MT,21.0
814,2020-12-27,MT,20.0
815,2021-01-03,MT,10.0
816,2021-01-10,MT,13.0
817,2021-01-17,MT,6.0
818,2021-01-24,MT,12.0
819,2021-01-31,MT,16.0
820,2021-02-07,MT,15.0
821,2021-02-14,MT,11.0
822,2021-02-21,MT,11.0
823,2021-02-28,MT,11.0
824,2021-03-07,MT,19.0
825,2021-03-14,MT,17.0
826,2021-03-21,MT,21.0
827,2021-03-28,MT,15.0
828,2021-04-04,MT,11.0
829,2021-04-11,MT,4.0
830,2021-04-18,MT,7.0
831,2021-04-25,MT,4.0
832,2021-05-02,MT,3.0
833,2021-05-09,MT,1.0
834,2021-05-16,MT,0.0
835,2021-05-23,MT,0.0
836,2021-05-30,MT,2.0
837,2021-06-06,MT,0.0
838,2021-06-13,MT,0.0
839,2021-06-20,MT,1.0
840,2021-06-27,MT,0.0
841,2021-07-04,MT,0.0
842,2021-07-11,MT,0.0
843,2021-07-18,MT,0.0
844,2021-07-25,MT,1.0
845,2021-08-01,MT,2.0
846,2021-08-08,MT,3.0
847,2021-08-15,MT,4.0
848,2021-08-22,MT,6.0
849,2021-08-29,MT,4.0
850,2021-09-05,MT,4.0
851,2021-09-12,MT,5.0
852,2021-09-19,MT,4.0
853,2021-09-26,MT,4.0
854,2021-10-03,MT,2.0
855,2021-10-10,MT,0.0
856,2021-10-17,MT,0.0
857,2021-10-24,MT,0.0
858,2021-10-31,MT,2.0
859,2021-11-07,MT,1.0
860,2021-11-14,MT,0.0
861,2021-11-21,MT,1.0
862,2021-11-28,MT,5.0
863,2021-12-05,MT,0.0
864,2021-12-12,MT,2.0
865,2021-12-19,MT,1.0
866,2021-12-26,MT,4.0
867,2022-01-02,MT,4.0
868,2022-01-09,MT,8.0
869,2022-01-16,MT,19.0
870,2022-01-23,MT,26.0
871,2022-01-30,MT,13.0
872,2020-01-05,NO,
873,2020-01-12,NO,
874,2020-01-19,NO,
875,2020-01-26,NO,0.0
876,2020-02-02,NO,0.0
877,2020-02-09,NO,0.0
